Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,timestamp
"Crown Bioscience
2.4",-1,2006,"San Diego, CA",Biotech & Pharmaceuticals,"Crown Bioscience, a JSR Life Sciences company, is seeking a highly motivated and skilled PhD level scientist with strong immunology, molecular biology, cancer biology, biomarker, immunohistochemistry, histopathology and related fields experience. This position is a hands-on scientific position, involving study (experimental) design, performance, data analysis, and reporting, with particular emphasis in flow related studies. Must have a broad expertise and hands-on experience in Tumor immunology and related technology platforms. As part of Global Biomarker Team (BDT), will directly report to the head of global immunophenotyping, including all issues related to the division’s business functions and science/technology affairs.

We are located in beautiful state-of-the-art Rancho Bernardo location and offer full benefits including medical, dental, vision, life, LTD, paid holidays, a 401(k) retirement savings program with company match, free gym access, paid sick and paid vacation. Our employees also enjoy free catered lunch every day.
PRIMARY RESPONSIBILITIES
Will function as a local SD (study director) to be primarily responsible for local immunophenotyping projects: communication with client, design and execute studies of both external and internal
Design and perform multicolor flow cytometry for preclinical projects and capable of experimental design, protocol development and data report writing, while trouble shooting and capable of critical data analysis
Will lead and supervise a small local technical team to execute multiple tasks independently including
trouble shorting and problem solving, training
Will work/communicate closely with the other teams onsite together to conduct studies and achieve project goals
Will follow the site management rule and process
SOP writing, reviewing and implementing
As part of the global immunologist team member under BDT, will participate in communicating with BDs, clients and marketing on immunophenotyping related affairs
Will actively participate in communication with global BDT team and collaborate to achieve our global
Follow the global BDT rule and processes
Will be obligated to participate in required professional trainings
Contribute to projects with scientific discipline through research
Analyze data and interpret results for immunophenotyping and biomarker research
Prepare accurate samples, technical reports, summaries, protocols and quantitative analyses in a timely manner
Adherence to Quality System
Perform general lab duties to support the activities of the lab
Other duties as assigned
EDUCATION, KNOWLEDGE, AND EXPERIENCE REQUIREMENTS
PhD level scientist with strong immunology and oncology, or related fields, experience or master with 3+ years of experience in related field
Management or experience supervising a small team
Ability to troubleshoot effectively and solve scientific problems with little to no supervision
Experience working within a Quality System with oversight by QA and other regulatory bodies
Exceptional organizational and time-management skills
Crown Bioscience is proud to be an Equal Opportunity and Affirmative Action Employer. We value diversity and are committed to providing employees a work environment free from harassment and discrimination. All employment decisions at Crown Bioscience are based solely on business need, qualifications, and merit.",Scientist - Biomarker and Flow Cytometry,"San Diego, CA",2.4,$50 to $100 million (USD),-1,Biotech & Pharmaceuticals,501 to 1000 employees,Company - Private,2020-04-01T05:54:45.160213
"Reynolds American
3.1",-1,1875,"Winston-Salem, NC",Consumer Products Manufacturing,"British American Tobacco
Reynolds American Incorporated is positively transforming the tobacco industry. We’re a family of companies that strives for success in everything we do. The future inspires us because our people are igniting the breakthroughs that are redefining the ways adult tobacco consumers enjoy tobacco in the 21st century.

When other companies talk about growth, they only talk about size. At Reynolds American, we focus on the growth of our people. We take pride in each other’s growth and well-being throughout our careers. We invest in your career and total well-being because we know our companies succeed when our people thrive.

ABOUT OUR ORGANIZATION:

Reynolds American Inc. is an indirect, wholly owned subsidiary of British American Tobacco p.l.c., and the U.S. parent company of R. J. Reynolds Tobacco Company; Santa Fe Natural Tobacco Company, Inc.; American Snuff Company, LLC; Niconovum USA, Inc.; Niconovum AB; R. J. Reynolds Vapor Company; Lorillard Licensing Company, LLC; and Reynolds Brands, Inc.. This position is with RAI Services Company (2200).

Here, you’ll have the opportunity to work on iconic brands and revolutionary products by collaborating with visionary, principled and passionate people every day.
Position Description:

RAI Services Company (RAIS) is seeking a toxicologist to support the development of new products consistent with RAIS' Growth, Innovation and Harm Reduction Platforms, and provide support for efforts such as regulatory submissions. The incumbent will be required to provide stewardship and regulatory support for consumer products, critically assess a broad range of toxicological information, evaluate chemical and toxicological data, develop technical documents on a variety of scientific and risk assessment topics, and assist with the preparation and/or review of information supporting regulatory submissions. The individual will be required to interact cross-functionally, across the enterprise, and globally, as well as manage multiple projects to ensure project timelines are met.

Key responsibilities will include:
Provide stewardship support across products, materials, ingredients, technologies, manufacturing processes, etc., for RAI Operating Companies
Develop technical documents on various scientific, risk assessment, and regulatory topics, including toxicological data summaries.
Assist with the design, management, and interpretation of chemical and toxicological studies at contract research organizations to support product development and regulatory submissions.
Lead and/or assist with the preparation of documents in support of regulatory submissions.
Position Qualifications:

Educational Requirements
PhD in Toxicology, Pharmacology or related discipline.
MS in Toxicology, Pharmacology or related discipline with minimum 2 years of industry experience conducting human safety assessments of consumer products (e.g., cosmetics, household products), medical devices, pharmaceuticals, or chemicals.
Required Skills
Mastery of literary & laboratory research skills to use web search and scientific databases for bibliographic research and scientific monitoring.
Strong scientific and technical writing skills.
Proficiency in Microsoft Office software; strong computer experience is essential.
Excellent project management and teamwork skills.
Excellent interpersonal, written/oral communication skills.
Preferred Skills
Experience applying quantitative risk assessment (QRA) approaches and the preparation of human health risk assessments.
Experience with the preparation of documents in support of regulatory submissions.
Experience with critical evaluation of in vivo and in vitro toxicological studies.
Experience organizing and working with large datasets of information.
Proficiency with EndNote or equivalent.

Compensation/Targeted Bonus
Competitive Annual Salary
Targeted Annual Bonus
Relocation assistance available for those who qualify.
Benefit Summary

Our company offers very competitive benefit plans, including:
401(k) plan that offers opportunity to save on pre- and post-tax basis up to 50 percent of eligible compensation. Company matches 100 percent of employee pre-tax/Roth (401k) contributions up to six percent
Comprehensive health- and welfare-benefits package
Eleven paid company holidays annually, plus a generous paid vacation plan based on length of service
Company-paid sick and personal days, funeral leave and jury duty leave
Confidential personal financial counseling service
On-site health clinics and fitness centers
A matching grants program that enables employees to direct and double their donations to qualifying charitable organizations of their choice
Health-care advocacy service
Volunteer service opportunities
Federal credit union membership through Allegacy Federal Credit Union
Extensive training opportunities
Reynolds American Inc. and its affiliated companies is an Equal Opportunity / Affirmative Action Employer.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.

Our organization offers a level of challenge, responsibility and creativity for motivated employees that stands apart from the crowd.

We are also committed to employing a diverse workforce and valuing different perspectives, experiences and talents to maximize the company's potential for successfully achieving its business objectives.

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------

Only applicants requiring reasonable accommodation for any part of the application and hiring process should contact us directly via email at TalentAcquisition@RJRT.com.

California Privacy Notice

Nearest Major Market: Salem
Nearest Secondary Market: Winston
Job Segment:
Chemistry, Scientific, Toxicology, Law, Scientist, Science, Engineering, Legal",Senior Scientist - Toxicologist - Product Integrity (Stewardship),"Winston-Salem, NC",3.1,$10+ billion (USD),-1,Manufacturing,5001 to 10000 employees,Company - Private,2020-04-01T05:54:45.160213
"Moser Consulting
4.5",-1,1996,"Indianapolis, IN",Consulting,"Join our team of Data Consultants and work on dynamic long-term projects. The majority of our team members are long-term employees who enjoy consistent work and a collaborative team approach!
Background in computer science and comfortable in programming in a variety of languages, including Java, Python, Scala;
Determining the appropriate software packages or modules to run, and how easily they can be modified;
Handling large scale structured and unstructured data from internal and third-party sources;
Architecting highly scalable distributed data pipelines using open source tools and big data technologies such as Hadoop, Pig, Hive, Presto, Spark, Drill, Sqoop and ETL frameworks;
Utilizing Linux shell scripting and containerization technologies (Docker, Kubernetes); and,
Leading teams in a dynamic work environment while managing stakeholder expectations and scope.
Requirements
Bachelor's degree, preferably in technology related disciplines.
Cloud computing platforms such as Azure, AWS, and GCP;
Relational databases and writing SQL queries, evaluating their performance
Strong experience with data processing software in Azure, AWS and GCP
Or Big data machine learning toolkits such as SparkML, messaging systems (Kafka) and NoSQL databases (Cassandra, HBase, MongoDB) desirable
Building data lakes and data pipelines that adhere to our engineering philosophy
Benefits

For more than 20 years, Moser Consulting has been the go-to source for exceptional IT talent with the ability to self-manage. At Moser Consulting, our people are our #1 asset. We hire the best people, welcome them like family, connect them with opportunities, and let them do what they do best: produce innovative solutions to technology problems.

Our culture gives us a competitive advantage by keeping our employees happy, healthy, and by lowering stress levels in a very demanding industry. It is no accident that we are recognized as one of the Best Places to Work in Indiana. We focus on giving employees: an incredible work space; a fun, collaborative, and creative atmosphere; an extremely generous compensation package; and dozens of outstanding and unique perks usually not found at one company.

Equal Opportunity Employer–minorities/females/veterans/individuals with disabilities/sexual orientation/gender identity.",Sr. Data Engineer,"Indianapolis, IN",4.5,$25 to $50 million (USD),-1,Business Services,51 to 200 employees,Company - Private,2020-04-01T05:54:45.160213
"Mteq
4.0","Harris, Fibertek",1954,"Lorton, VA",Aerospace & Defense,"Who Are We?

QinetiQ Inc. is an innovative C5ISR Systems and Technology leader. Our company is built on a foundation of advanced technology, systems engineering, rapid prototyping, and improved operational sensing. We work with the latest technological developments in government, industry, and academia, leveraging that knowledge to rapidly advance the state of the art, combining cutting edge sensor technology with innovative research in ﬁelds such as sensor science, signal processing, data fusion, artiﬁcial intelligence (AI), machine learning (ML), and augmented reality (AR).

We are a world-class team of professionals that build Ground Systems, Solider Systems, Airborne Sensing and Processing Technologies and Integrated C2 solutions. Our customers are always our number one priority and our mission is to empower and protect American Warfighters and Security Forces!

Your Contribution to Our Mission:
Work with the Government synthetic data lead in the generation of synthetic scenarios required for the training of aided target recognition and related algorithms.
Responsible for assisting with the design and development of training simulation environments with a focus on machine learning algorithm development for simulation training tasks.
To Land This Job, You Need:
B.S. in Physics, Electrical Engineering, Computer Engineering, Computer Science, Software Engineering or applicable engineering or science field - M.S. or higher degree preferred.
Experience with Python, Matlab, DIRSIG, and/or other 3D modeling and simulation software.
Knowledge of IR Signatures, atmospheric effects, and imaging sensor effects on simulated imagery.
Experience with distributed computing/high performance recruiting tools and software.
Clearance Level Must Currently Possess:

DOD Secret

Why QinetiQ Inc.?
Your work will contribute to the protection of American Warfighters and Security Forces.
Opportunity to work with cutting edge technology.
Extensive opportunities for continuous learning, professional growth and advancement.
We only hire the best! No matter if you are entry or senior level, you will have the opportunity learn from some of the best in the industry.
We have fun! We regularly have company events, from luncheons and costume contests to golf tournaments.
We care about YOU and YOUR FAMILY. We offer competitive benefits and health insurance options.
No One Has Time for Long Job Applications!

We completely understand. That is why we have made the application process easy. We promise. This will be simple.

Accessibility/Accommodation:

If because of a medical condition or disability, you need a reasonable accommodation for any part of the employment process, please send an e-mail to staffing@us.qinetiq.com or call (540) 658-2720 Opt 4 and let us know the nature of your request and your contact information.

QinetiQ Inc. is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, age, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status.",Machine Learning Engineer,"Fort Belvoir, VA",4.0,$100 to $500 million (USD),-1,Aerospace & Defense,501 to 1000 employees,Company - Public,2020-04-01T05:54:45.160213
"Health Union
4.8",-1,2009,"Philadelphia, PA",Publishing,"Job Title: Advanced Analytics Manager or Director

Location: Philadelphia, PA

Overview:

The Advanced Analytics Manager will serve as an expert in understanding Health Union’s advertising campaign performance and delivery needs within the Health/Pharmaceutical space. She/he will support media delivery and sales teams by understanding measurement, integrating, interpreting, and leveraging statistical models/forecasted data, and applying best practices to Health Union’s campaigns in order to improve media performance and ultimately drive increased revenue. His/her analyses will serve as the foundation for Health Union’s campaign strategies and will allow the larger media team to anticipate campaign needs in real time, offset the impact of measurement and privacy limitations, and understand the anticipated impact of optimization efforts. She/he will also supervise a small group of analytics professionals and will provide statistical and analytical guidance to the team.

What You Do:
Develop Campaign Measurement Expertise. Develop expertise in all Health Union partnerships and third-party measurement studies (Comscore, Crossix, IQVIA and others) and associated measurement limitations. Provide recommendations to minimize/mitigate impact of data & measurement limitation on HU campaigns.
Lead Audience Quality Modeling:
Oversee forecasting process and statistical modeling of campaign results
Leverage learnings to drive campaign performance in real-time
Enhance and better understand internal measurement of audience quality through additional internal studies, delivery tests, third party data/models etc.
Determine content/engagement models that link audience quality to contextually relevant content to provide feedback on community content creation
Determine Optimal Campaign Blends: Through advanced analytics and forecasted data, provide recommendations for optimal campaign delivery breakouts, including: desktop vs. mobile, on-site vs. off-site, HU audience vs. lookalike, social vs. nonsocial, etc. against key KPIs of AQ, Rx Lift, ROI, etc.
Investigate alternative campaign or site traffic drivers: Measure and test DMP and other traffic drivers (Insta, Snap, Twitter, Taboola, etc.) against traditional FB investment drivers to enhance or deliver alternative traffic drivers.
ROI Improvement & Budget Forecasting: Through modelling and an understanding of historical spend (socially and programmatically), provide budget goal recommendations and analyze ROI, profit across platforms, and efficiency, while incorporating the impact of SEO.
Forecast Inventory: Develop models to forecast site & extension inventory incorporating factors such as incidence rate, community growth, DMP match rates, and other external factors (FB/Insta Reach/targeting, awareness, competition etc...).
Qualifications
What You Bring:
Experience working in the digital advertising ecosystem for a marketer/advertiser, publisher, agency, and/or ad technology company is a must
Strong preference for candidates with experience with the pharmaceutical/health space
Bachelor’s degree in statistics, mathematics, computer science or a related discipline is required. Advanced degree is a plus
A passion for digital advertising and emerging trends in the digital ecosystem
Experience sourcing, cleaning, analyzing and interpreting data from 1st, 2nd and 3rd party sources.
Knowledge of digital media reporting platforms such as DoubleClick, Facebook, DSP’s and others
The ability to clearly and efficiently present information and insights to internal and client teams in order to move beyond ‘what happened’ to deeper discussions of ‘what is important’, ‘why it happened’ and ‘what should be done’
Experience with business intelligence/ data visualization tools such as Looker, Mode, Metabase, Tableau or similar tools. Hands on experience with Looker a strong plus
Previous experience managing a team
The ability to partner effectively across internal and external teams, embrace accountability and deadlines, and to thrive in a fast-paced environment
HEALTH UNION REALLY IS THE BEST PLACE TO WORK

Health Union is a dynamic company that’s growing at a fast pace. To us, the most important part of managing fast growth is maintaining our culture. But don’t just take our word for it: Philly.com, Philadelphia Business Journal, and MM&M have all named Health Union a “best place to work”--and we take pride in living up to that hype every day. At Health Union:
We cultivate a fun, family-friendly work environment that values inclusion, community, excellence, and transparency.
We work hard, play hard and in the process, form close-knit relationships that breed an authentic, respectful culture of teaching and learning.
All team members - from executives to managers to people in entry-level positions - sit together in an open office and enjoy a fully integrated, collaborative and supportive work environment.
All team members enjoy free personal training classes, a full supply of La Colombe coffee, frequent on-site social events, Summer Fridays, and a complimentary, family-style lunch once a week.
Full-time team members are immediately eligible for comprehensive health benefits, FSA for transit, parking, and dependent care, as well as PTO and paid holidays.
Health Union is the only digital health company that continuously works to bring people together by evolving social interactions into meaningful health conversations through a growing portfolio of online health communities. Every day, Health Union encourages engagement that helps millions of people with chronic conditions find the information, connection and validation they seek. Learn more at www.health-union.com.

EEO Statement: We are an equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, disability status, age, protected veteran status or any other characteristic protected by law.

To comply with federal law, Health Union participates in E-Verify. Successful candidates must pass the E-Verify process after hire.

Applicants must be legally eligible to work in the U.S for any employer.

This is a full-time position, located at Health Union offices in Philadelphia (Center City). Relocation assistance is not available for this position.

*Candidates only. No direct calls or emails. No recruiters/agencies, please.",Advanced Analytics Manager,"Philadelphia, PA",4.8,Unknown / Non-Applicable,-1,Media,51 to 200 employees,Company - Private,2020-04-01T05:54:45.160213
"The Church of Jesus Christ of Latter-day Saints
4.2",-1,-1,"Salt Lake City, UT",Religious Organizations,"Purposes

This is a contract position that works with multiple departments throughout the organization to take their data and transform it into information that will allow them to make better decisions. The data engineer is responsible for gathering requirements, design, creation and support of the data warehouse.

This individual works with divine guidance to provide or support technology that furthers the mission of the Church and reflects the eternal impact of the gospel.

Responsibilities
Possess and utilize comprehensive knowledge, specific to the data field, to complete significant assignments
Maintain a strong understanding of the supported business processes
Gather and document requirements for the data warehouse
Design dimensional Star Schema data models
Create and support all ETL jobs pulling data from various source systems and loading data into the data warehouse
Create semantic layer to support end-user self-service
Build complex reports using SQL Server Reporting Services (SSRS)
Create complex dashboards using Microsoft Power BI or Tableau
Forecast, analyze data and trends, and create reports that highlight areas in need of performance improvement
Interact with customers as a technical resource to troubleshoot problems with the delivered BI solutions
Maintain production documentation
Qualifications

Education:
Bachelor's degree in related field or equivalent professional experience. Master’s degree preferred
Work Experience:
8+ years of data warehouse experience
3+ years of industrial grade experience in data science, including machine learning and NLP
Experience evaluating industrial grade experience in data science, including machine learning and NLP
Proven track record of completing multiple data science projects end to end, from idea generation to implementation in production systems (warehouse, or applications)
Extensive professional experience in data analysis and report design/development
Professional experience in presentation/interface creation
Demonstrated Skills and Abilities:
Exceptional communicator; both written and verbal
Outstanding troubleshooter
Proven ability to resolve complex problems under pressure
Comprehensive knowledge of engineering best practices
Strong operational understanding and discipline
Ability to resolve security issues and requests and implement improvements
Expert dimensional data modeling skills
Ability to quickly learn new tools and technology
Advanced problem solving, analytical, and diagnostic skills
Excellent documentation, presentation, and communication skills
Highly skilled in developing ETL code, can manage the ingestion and cleansing of large sets of structured and unstructured data
Strong knowledge of the algorithms used for regressions, clustering, classification, forecasting, and constructing graphs
This job operates in a professional office environment
To successfully perform the essential functions of the job there may be physical requirements which need to be met such as sitting for long periods of time and using computer monitors/equipment
Worthiness Qualification

Must be a member of The Church of Jesus Christ of Latter-day Saints and currently temple worthy.

Posting Notice/More Info.

Please Note: All positions are subject to close without notice.

Find out more about the many benefits of Church Employment at http://careers.churchofjesuschrist.org.

]]>",Data Engineer 5 - Contract,"Riverton, UT",4.2,Unknown / Non-Applicable,-1,Non-Profit,10000+ employees,Nonprofit Organization,2020-04-01T05:54:45.160213
"MetroStar Systems
3.4",-1,1999,"Reston, VA",IT Services,"MetroStar Systems is looking for a Data Engineer that is passionate about creating and managing modern data structures and supporting applications. The goal is to migrate legacy databases from premise to AWS and transform them into a Data Lake for a modern web application. This project is using the most up-to-date technologies lead by a highly technical team. If you want to join a company that values people that are fearless about making technology work and are open to commuting primarily to Rockville, MD; but may also include Reston, VA, we want you to work for MetroStar!

You're a great fit if:
You have experience programming with Databases or were previously a DBA
You have experience managing and/or designing Data Lakes or other modern data structures
You have experience with Elastic or Solr based search deployments
You have worked with AWS based environments and solved data engineering problems in the cloud
You enjoy working in an Agile environment and group setting in order to provide timely, effective, and customized software solutions to your customer
You’re passionate about modern data design and getting data out of legacy data structures to make it more usable, efficient, and powerful
Open to commuting to primarily Rockville, MD; but also Reston, VA.
You'll love our Data Engineer position if: (This is the stuff you MUST have to be a fit)
You have 5+ years doing database or data lake programming
You have 2+ years doing data design and engineering in a virtualized environment (preferably AWS)
You have a strong understanding of Data Structure and Storage options in AWS
You have 2+ years of experience with repository tools such as Git or Bitbucket and project tracking systems such as Jira
You have experience working in Agile environments and using data engineering to support data needs in rapid deployments.
You have a Bachelor’s Degree or relevant work experience in working with Data Engineering.
We'll REALLY love you if: (This is the bonus stuff that makes you stand out)
You have programming in or designed a Data Lake in AWS
You have experience migrating a legacy database into a cloud native or modern data structure
You have experience working in sprints and/or Kanban.
You understand various data design principles and can discuss the merits of various approaches in an interview
What your day will look like:
You will support both on premise and cloud hosted web applications as we migrate applications.
You will design data structures which address business needs currently addressed by a legacy DB.
You will work with Scrum Masters, Business Analysts, and Developers to engineer catalog and customer data from legacy data systems to a new system, assist with migration, and support
The Admin Stuff: Applicants selected may be subject to a government security investigation and must meet eligibility requirements for potential access to classified information. Accordingly, US Citizenship is required

The Legal Stuff:MetroStar Systems is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. The statements herein are intended to describe the general nature and level of work being performed by employees, and are not to be construed as an exhaustive list of responsibilities, duties, and skills required of personnel so classified. Furthermore, they do not establish a contract for employment and are subject to change at the discretion of MetroStar Systems.",Data Engineer,"Rockville, MD",3.4,$25 to $50 million (USD),-1,Information Technology,201 to 500 employees,Company - Private,2020-04-01T05:54:45.160213
"MathWorks
4.4",-1,1984,"Natick, MA",Computer Hardware & Software,"The Infrastructure, Architecture, and Tools team is looking for a motivated, fast-learning candidate to drive the design and development of data analytics tooling and reports. You will be joining a fast-paced, dynamic software development team that is constantly solving new and challenging problems. You'll be working with our internal teams to understand their data analysis and reporting needs in order to design, develop, and enhance our organizational data marts and data analytic reports. Youll be using data gathered from our internal systems to help us improve our product development process and to evolve our internal Continuous Integration system to meet the needs of Development
Analyze different types of data in order to provide direction to improve the infrastructure of a highly automated facility that supports building, testing, and releasing all MathWorks products.
Profile and understand large volumes of source data, including structured and unstructured data.
Provide total analytic support which includes data extraction from multiple sources, synthesizing and aggregating data, and developing reports.
Identify opportunities to leverage existing metrics and develop new ones to help move the organization forward by identifying waste in our processes.
Create and maintain a system that helps ad-hoc metrics providers move to a more robust and sharable reporting interface.
Develop guidelines and processes to ensure data integrity and quality standards are met on new and existing data.
Establish service level agreements and best practices with Business Partners for reports and ad-hoc analysis.
5+ years experience in business / intelligence, business analysis
Strong quantitative visualization and analytical skills.
Experience SQL coding/querying skills in SQL Server and/or MySQL
Experience with Business Intelligence tools such as Microsoft Power BI, Tableau, or Business Objects
Experience with data mining techniques
Experience with web technologies such as JavaScript, jQuery, D3
Experience with scripting languages such as Perl, Python, etc.
Ability to clearly explain technical and analytical information (verbally, written & in presentation format)
Familiarity with one or more ETL tools such as Microsoft SSIS, Talend, Data Services, Data Integrator, Informatica, etc.
Experience with MATLAB a plus
Experience with web development a plus
A bachelor's degree and 7 years of professional work experience (or a master's degree and 5 years of professional work experience) is required.",Senior Data Scientist,"Natick, MA",4.4,$1 to $2 billion (USD),-1,Information Technology,1001 to 5000 employees,Company - Private,2020-04-01T05:54:45.160213
"Palermo's Pizza
3.3",-1,1964,"Milwaukee, WI",Food & Beverage Manufacturing,"Palermo Villa Inc. is interested in a high-energy, poised and confident individual to assist in the development of concepts, products and optimization projects through Palermo's vigorous consumer-driven R&D process.
The position will apply scientific and culinary principles in research and development. Develops the understanding of and ability to translate food trends into innovative opportunities, stimulate new food ideas and product concepts.

Identify, evaluate and develop potential new product development opportunities. From bench-top samples to commercialized products and finished product specifications
Assist in food product formulation from bench top to commercialization using a continuously developing skill set in food formulation and processing equipment capability understanding.
Applies an analytical approach to the solution of a wide variety of problems and assimilates the details and significance of various scientific analyses, procedures, and tests
Demonstrates initiative, creativity and thoroughness in the execution of complex projects
Plans and conducts independent research projects and participates in the development of project objectives
Contributes to the development of project strategies and recommends technical direction to management
Evaluates technical trends in their specific area of expertise or assignment and makes recommendations for process or product improvements and identify opportunities for new or improved process or products
Organize and direct sample development for sales presentations, consumer testing and food safety assurance
Maintains written technical documentation and product and process specifications as pertaining to R&D
Utilizes or directs internal (manufacturing, engineering, marketing, quality systems, procurement) and external (suppliers, consultants) functional experts to resolve issues.
Assist in PR events, food shows and Sales presentations on key customer calls
Provide technical support/serves as product development contact for Sales, Customer and Operations

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The position requires 5+ years' experience developing products within the food industry.
Strong interpersonal and communication skills
Ability to effectively present information to top management, public groups, and/or boards of directors.
Ability to apply mathematical operations to such tasks as frequency distribution, determination of test reliability and validity, analysis of variance, correlation techniques, sampling theory, and factor analysis.
Ability to define problems, collect data, establish facts, and draw valid conclusions.
Strong computer skills are necessary
Educational Requirements:
Bachelor's Degree in Food Science, Biology, Chemistry, Culinary or equivalent",Food Scientist - Developer,"Milwaukee, WI",3.3,Unknown / Non-Applicable,-1,Manufacturing,501 to 1000 employees,Company - Private,2020-04-01T05:54:45.160213
"Group O
3.2",-1,1974,"Milan, IL",Staffing & Outsourcing,"Group O is seeking a strong candidate with advanced analytics experience to fill an exciting Data Engineer role for an AI partner to Fortune 500 companies. In this role, you will be a valuable in managing large amounts of data and implement loading disparate data sets while managing the technical communication between the team and client.

Implementation including loading from disparate data sets, preprocessing using Hive and Pig.
Manage the technical communication between the team and client
Work with big data team to deliver cutting edge solutions

2-5 years of demonstrable experience designing technological solutions to complex data problems, developing & testing modular, reusable, efficient and scalable code to implement those solutions.
Ideally, this would include work on the following technologies:
Proficiency in at least one of the following: R, C++ or Python (preferred). Scala knowledge a strong advantage.
Strong understanding and experience in distributed computing frameworks, particularly Apache Hadoop 2.0 (YARN; MR & HDFS) and associated technologies -- one or more of Hive, Sqoop, Avro, Flume, Oozie, Zookeeper, etc..
Hands-on experience with Apache Spark and its components (Streaming, SQL, MLLib) is a strong advantage.
Operating knowledge of cloud computing platforms (AWS, especially EMR, EC2, S3, SWF services and the AWS CLI)
Experience working within a Linux computing environment, and use of command line tools including knowledge of shell/Python scripting for automating common tasks
In addition, the ideal candidate would have great problem-solving skills, and the ability & confidence to hack their way out of tight corners.
Education:
Bachelor's degree in Computer Science or related technical degree",Data Engineer,"San Antonio, TX",3.2,$500 million to $1 billion (USD),-1,Business Services,1001 to 5000 employees,Company - Private,2020-04-01T05:54:45.160213
"AstraZeneca
3.9","Roche, GlaxoSmithKline, Novartis",1913,"Cambridge, United Kingdom",Biotech & Pharmaceuticals,"At AstraZeneca,we work together to deliver innovative medicines to patients across global boundaries. We make an impact and findsolutionsto challenges. We do this with integrity, even in the most difficult situations,because we are committed to doing the right thing.

Job Description

The Machine Learning and AI team in AstraZenecas Oncology Data Science & Analytics group is where we develop and apply sophisticated algorithms and techniques to solve the hardest problems in oncology drug discovery and development. The team uses their scientific, quantitative, and problem-solving skills to work on a broad range of challenges across the whole oncology portfolio, working collaboratively with other scientists across a range of disciplines to scope, define, and deliver projects that both advance the state of the art in data science and accelerate the delivery of innovative medicines to patients.

As a Senior Data Scientist you will play a key role on the front line in this rapidly growing team working to extract insight from complex biomedical data. You will develop your leadership skills and apply and develop your expertise in rigorous quantitative data science to provide solutions to a variety of data science problems, researching, recommending and delivering novel methodologies to solve the problems that matter to the oncology pipeline.

Examples of projects the team works on include machine learning models for developing digital biomarkers, patient risk stratification for clinical trials, new algorithms for survival analysis, approaches to quantitatively analyse wearable data, linking of medical imaging data with omics and longitudinal outcomes to identify and/or validate new drug targets, and much more!

Typical Accountabilities
Provides advanced data science expertise to AstraZeneca projects and recommends data science solutions.
Delivers advanced data science solutions to AstraZeneca projects, appropriately communicating with non-technical stakeholders.
Works within established frameworks to deliver a variety of tasks that support projects in meeting their objectives.
Independently keeps own knowledge up to date and learns from senior team members, proposing appropriate training courses for personal development.
Reviews working practices and ensures non-compliant processes are escalated
Ensures own work is compliant within Clinical Development.
Collaborate in a multidisciplinary environment with world leading clinicians, data scientists, biological experts, statisticians and IT professionals.
Education, Qualifications, Skills and Experience

Essential
MSc degree in rigorous quantitative science (such as mathematics, computer science, engineering)
Practical software development skills in standard data science tools (such as R or python)
Knowledge of range of mathematical and statistical modelling techniques, and drive to continue to learn and develop these skills.
Minimum 2+ years of experience or post doctoral.
Desirable
PhD degree in rigorous quantitative science (such as mathematics, computer science, engineering)
Experience within the pharmaceutical industry
Communication, business analysis, and consultancy.",Senior Data Scientist - R&D Oncology,"New York, NY",3.9,$10+ billion (USD),-1,Biotech & Pharmaceuticals,10000+ employees,Company - Public,2020-04-01T05:54:45.160213
