Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,timestamp
"Ruby Receptionists
3.5",-1,2003,"Portland, OR",Enterprise Software & Network Solutions,"Ruby is seeking a Senior Network and Telephony Engineer to join our infrastructure team in improving, securing and maintaining our networks and telephony systems. Our networks are critical in Ruby's ability to deliver the WOW-worthy telephony and web chat receptionist service that we offer, and this role is key to helping Ruby maintain its promised quality and service levels. You will work with our Principal Network engineers and across our 4 locations to implement, improve and problem-solve our existing network. You will also help design and build our next generation network topology, optimized for high quality voice traffic and to support Ruby's 24x7 service delivery.

The Senior Network and Telephony Engineer will report to the Chief Product & Technology Officer from our downtown Portland HQ.

Overview

This is a key role that requires strong problem-solving skills with excellent cross-team collaboration and communication. In addition to working with the Principal Network Engineers to configure, install and monitor all our network devices and software, you will also resolve issues that have escalated past tier one and tier two support by troubleshooting cloud, co-lo and local infrastructure. Ruby offers a 24x7 service, and you will be part of the team rotating the support responsibility for troubleshooting outages overnight and on weekends.

You will help the infrastructure team automate our network monitoring and maintenance as much as possible, and will help us expand our security measures through the implementation of additional intrusion detection systems. You will also be responsible for documenting our network, our DR and troubleshooting processes to help improve the support processes for our system.

Key Accountabilities
Design and deploy functional networks (LAN, WLAN, WAN) that optimize for voice traffic quality and 24x7x365 availability
Configure and install software, servers, routers and other network devices
Pro-actively monitor network performance and integrity
Resolve issues that other tiers of support have escalated by troubleshooting cloud and local infrastructure, including rotations for support overnight and on the weekends
Coordinate communication and collaborate with the product engineering teams and IT teams for maintenance and during outages
Automate tasks for health monitoring, security monitoring and maintenance as much as possible.
Help implement new intrusion detection systems and continue to test and improve existing security measures, like access authentication, internal firewalls, etc.
Communicate with first tier support and users when needed to help troubleshoot and provide updates on issues.
Create and maintain complete technical documentation of our network topology, our Disaster Recovery and troubleshooting processes
Suggest improvements to network performance, capacity and scalability, particularly with respect to voice traffic quality.
Your Work DNA
You have a bias towards action and make decisions after considering data and competing viewpoints.
You're curious and architectural in your thinking.
You are proud of the work you do, and want to work for a company that shares your values.
Others would point to you as someone they'd love to work with, and your brilliant mind and innovative solutions inspire us all to do great work.
You jump at the opportunity to pitch in and feed the greater good. No job is too big or small when you can lend a helping hand.
You can extract big-picture ideas into workable processes and functional design.
You can build infrastructure and processes from the ground up, as well as iterate legacy structures for continuous improvement.
You love the fast-paced environment of a growth-stage company, and possess a scrappy, hands-on, roll-up-your-sleeves approach.
Your Background
6+ years industry-related experience as a Senior Network Engineer or Network Administrator
Solid background in network operating systems, in particular Cisco iOS, administration and architecture
Strong experience with installing, maintaining and improving network hardware, such as L3 routers, L2 switching, wiring, WLAN,etc)
In-depth understanding of communication protocols (mainly TCP/IP) and routing protocols (e.g. VRRP, CARP, BGP, OSPF)
Experience with VoIP SIP traffic, and optimization of networks for voice quality
Familiarity with access control models and network security
Experience with network diagnostic, monitoring and analysis tools (e.g. SolarWinds network tools)
Solid understanding of network operating systems (pfSense, Cisco IOS)
Working knowledge of Linux and Microsoft operating systems on both dedicated or virtual server platforms (e.g. VMware)
Sharp troubleshooting skills
Ability to work independently
Familarity with Telephony PBX systems a plus (e.g. Interactive Intelligence, Genesys, etc)
Professional certification (e.g. CCNP, CCDP) a plus


Work Environment

Work takes place in an office setting. This is a coverage position that requires the ability to work a consistent full-time schedule. It requires the ability to sit and work at a computer for extended periods of time and communicate effectively with a diverse audience in person, by phone and by computer.

Ruby Receptionists is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, age, disability, veteran status or any other status protected by federal, state or local laws. We support and encourage diversity!",Sr. Network and Telephony Engineer,"Portland, OR",3.5,$25 to $50 million (USD),-1,Information Technology,501 to 1000 employees,Company - Private,2020-04-01T03:30:12.966426
"Walmart
3.2","Target, Costco Wholesale, Amazon",1962,"Bentonville, AR","Department, Clothing, & Shoe Stores","Position Description
Develops Innovation strategies, processes, and best practices
Drives the execution of multiple business plans and projects
Ensures business needs are being met
Leads and participates in medium- to large-scale, complex, cross-functional projects
Leads the discovery phase of medium to large projects to come up with high level design
Leads the work of other small groups of six to ten engineers, including offshore associates, for assigned Engineering projects
Promotes and supports company policies, procedures, mission, values, and standards of ethics and integrity
Provides supervision and development opportunities for associates
Supports business objectives
Troubleshoots business and production issues
Utilizes industry research to improve Wal-Mart's technology environment
Minimum Qualifications
1 year s supervisory experience.
Bachelor s degree in Computer Science and 4 years experience in software engineering or related field OR 6 years experience in software engineering or related field.
Additional Preferred Qualifications
Master s degree in Computer Science or related field and 3 years experience in software engineering or related field.
Company Summary

What started small, with a single discount store and the simple idea of selling more for less, has grown over the last 50 years into the largest retailer in the world. Each week, over 260 million customers and members visit our 11,695 stores under 59 banners in 28 countries and e-commerce websites in 11 countries. With fiscal year 2017 revenue of $485.9 billion, Walmart employs approximately 2.3 million associates worldwide. Walmart continues to be a leader in sustainability, corporate philanthropy and employment opportunity. It's all part of our unwavering commitment to creating opportunities and bringing value to customers and communities around the world.",Senior Manager I: Software Engineer,"Bentonville, AR",3.2,$10+ billion (USD),-1,Retail,10000+ employees,Company - Public,2020-04-01T03:30:12.966426
"Ritter Insurance Marketing
4.2",-1,2005,"Harrisburg, PA",Insurance Agencies & Brokerages,"Job Description
Ritter Insurance Marketing’s development team is in search of a Sr Software Developer to help design and build applications and APIs that will serve both our internal staff as well as our agents within the insurance industry.

Responsibilities include but are not limited to:
Assist in the design and implementation of new business solutions
Meet with business stakeholders to understand feature requests and translate that into user/system requirements
Research/prototype proposed implementations using existing technology or something new
Collaborate with Frontend & QA Developers within the team for implementing/testing new features
Identify, propose & implement performance improvement solutions
Develop an understanding of the Medicare Insurance industry to better serve our internal & external customers
Unit testing
Code reviews
Provide post-mortem summaries when production problems occur
Maintain existing APIs & Applications
Mentor team members regardless of level
There will be problems; we need to solve them – work through debugging issues both independently as well as with others.
Qualifications:
8+ years of experience in software design/development
Proficient in ASP.NET MVC/Web API, .NET Core, and Docker
Experience with Elasticsearch - desired, but not required
Experience with SQL, Azure, and GitHub
Experience working in an Agile environment
Strong analytical & problem-solving skills. Can you dive in and understand why something is happening in order to come up with a reasonable solution?
Ability to lead a small team of developers for a project
Ability to work independently as well as within a team
Ability to write verification tests
Ability to review and provide feedback on team members code
Click Here to",Sr Software Developer,"Harrisburg, PA",4.2,$50 to $100 million (USD),-1,Insurance,201 to 500 employees,Company - Private,2020-04-01T03:30:12.966426
"The Church of Jesus Christ of Latter-day Saints
4.2",-1,-1,"Salt Lake City, UT",Religious Organizations,"Purposes

The Quality Assurance Engineer 5 is the senior QA engineer and is responsible for testing products, applications and solutions, and reviews progress with management. This individual conducts a wide range of quality control tests and analyses to ensure that software meets or exceeds specified standards and end-user requirements. This position sets clear direction for overall quality and drives efforts in accordance with organizational objects. This position also works with the organization's development architects to ensure that quality and testability are built into all systems. They understand and communicate the non-functional requirements which are necessary for successful product operation. This position is integral in ensuring the testing strategies and automation are effective in a continuous delivery model. This position regularly assesses and reports organization level risks and testing vulnerabilities while recommending quality solutions. Effectively, this position sets the standard for quality and helps the organization achieve that standard. This role consistently works on complex assignments requiring independent action and a high degree of initiative to resolve issues.

This individual works with divine guidance to provide or support technology that furthers the mission of the Church and reflects the eternal impact of the gospel.

We create inspiring experiences that bring joy to all people as they discover, gather, and connect their family - past, present, and future.

Our Quality Standards: Inspiration, Trust, Kindness, Effectiveness, Simplicity

All workers at FamilySearch learn to find their ancestors and help others do the same

Responsibilities

Provide guidance and expertise in implementing effective test technologies and quality strategies to the organization's engineers
May oversee the QA needs of development teams with a hands-on approach
Build and maintain relationships with Development and Product Management to ensure that the organizational QA needs are being considered and met
Stay current with relevant industry quality practices, technologies, and strategies
Keep abreast with the organization's software architecture, customer requirements, and software development practices
Regularly assess the effectiveness of our testing technologies and practices
Effectively communicate risks and recommendations
Actively pursue and promote effective training for QA Engineers
Ensure that our systems and solutions maintain the highest levels of availability and data integrity

Qualifications

Education:
Bachelor's degree in related field or equivalent experience; Master's preferred

Work Experience:
10+ years of relevant experience
6+ years of experience in developing and testing enterprise level applications strongly preferred

Demonstrated Skills & Abilities:
Experience testing cloud based applications in Continuous Integration/Continuous Delivery in a service oriented architecture preferred
Demonstrated team leadership and expertise with major products
Excellent communication and teamwork skills
Track record of isolating difficult issues at the subsystem or project level
Experience with the full product release cycle on multiple successful software projects
Able to demonstrate comprehensive knowledge of testing both UI and cloud products (AWS preferred); including experience in testing low-level systems and databases (relational and non-relational).
Proven proficiency with the tools needed to test Java API's, RESTful Web Services, and Web Applications.
Proficiency with testing systems for scalability, fault tolerance, load, and other operational areas
Proficient with tools used for developing, deploying, and supporting software solutions.
Experience in testing products in an Agile development life cycle
This job operates in a professional office environment
To successfully perform the essential functions of the job there may be physical requirements which need to be met such as sitting for long periods of time and using computer monitors/equipment

Worthiness Qualification

Must be a member of The Church of Jesus Christ of Latter-day Saints and currently temple worthy.

Posting Notice/More Info.

Please Note: All positions are subject to close without notice.

Benefits provided by contracting employer.
Free to apply and be considered for direct hire positions during contract term.

]]>",FamilySearch QA Engineer 5 (Identity Team) - Contract Worker,"Lehi, UT",4.2,Unknown / Non-Applicable,-1,Non-Profit,10000+ employees,Nonprofit Organization,2020-04-01T03:30:12.966426
"The Church of Jesus Christ of Latter-day Saints
4.2",-1,-1,"Salt Lake City, UT",Religious Organizations,"Purposes

This is a contract position that works with multiple departments throughout the organization to take their data and transform it into information that will allow them to make better decisions. The data engineer is responsible for gathering requirements, design, creation and support of the data warehouse.

This individual works with divine guidance to provide or support technology that furthers the mission of the Church and reflects the eternal impact of the gospel.

Responsibilities
Possess and utilize comprehensive knowledge, specific to the data field, to complete significant assignments
Maintain a strong understanding of the supported business processes
Gather and document requirements for the data warehouse
Design dimensional Star Schema data models
Create and support all ETL jobs pulling data from various source systems and loading data into the data warehouse
Create semantic layer to support end-user self-service
Build complex reports using SQL Server Reporting Services (SSRS)
Create complex dashboards using Microsoft Power BI or Tableau
Forecast, analyze data and trends, and create reports that highlight areas in need of performance improvement
Interact with customers as a technical resource to troubleshoot problems with the delivered BI solutions
Maintain production documentation
Qualifications

Education:
Bachelor's degree in related field or equivalent professional experience. Master’s degree preferred.
Work Experience:
8+ years of data warehouse experience
3+ years of industrial grade experience in data science, including machine learning and NLP
Experience evaluating industrial grade experience in data science, including machine learning and NLP
Proven track record of completing multiple data science projects end to end, from idea generation to implementation in production systems (warehouse, or applications)
Extensive professional experience in data analysis and report design/development
Professional experience in presentation/interface creation
Demonstrated Skills and Abilities:
Exceptional communicator; both written and verbal
Outstanding troubleshooter
Proven ability to resolve complex problems under pressure
Comprehensive knowledge of engineering best practices
Strong operational understanding and discipline
Ability to resolve security issues and requests and implement improvements
Expert dimensional data modeling skills
Ability to quickly learn new tools and technology
Advanced problem solving, analytical, and diagnostic skills
Excellent documentation, presentation, and communication skills
Highly skilled in developing ETL code, can manage the ingestion and cleansing of large sets of structured and unstructured data
Strong knowledge of the algorithms used for regressions, clustering, classification, forecasting, and constructing graphs
This job operates in a professional office environment
To successfully perform the essential functions of the job there may be physical requirements which need to be met such as sitting for long periods of time and using computer monitors/equipment
Worthiness Qualification

Must be a member of The Church of Jesus Christ of Latter-day Saints and currently temple worthy.

Posting Notice/More Info.

Please Note: All positions are subject to close without notice.

Find out more about the many benefits of Church Employment at http://careers.churchofjesuschrist.org.

]]>",Data Engineer 5 - Contract,"Riverton, UT",4.2,Unknown / Non-Applicable,-1,Non-Profit,10000+ employees,Nonprofit Organization,2020-04-01T03:30:12.966426
"Sandia National Laboratories
3.8","Los Alamos National Laboratory, Lawrence Livermore National Laboratory",1949,"Albuquerque, NM",Federal Agencies,":

Do you want to join a dynamic team that solves challenging issues for our nation's security?

The Systems Mission Engineering Center (Org. 6300) is looking for YOU\! You will bring strong software design and development skills to join highly productive teams that research and develop innovative solutions to a broad spectrum of problems of national importance. You will enjoy collaborating in an innovating environment to architect, design, develop, test, and deploy advanced data processing software for complex, real-time decision support systems.

On any given day, you may be called on to:
Work on an Agile team to develop software systems which solve the most challenging remote sensing problems, including the capture, processing, exploitation, visualization and distribution of real-time satellite sensor data
Work collaboratively with architects, developers, technical leads, customers, and end users to collect requirements, design solutions, and deliver extensible software applications
Contribute to deeply rewarding missions through engagement with diverse computer science specialties and specialists in areas such as data fusion, signal and image processing, analytics, cloud computing, machine learning, modeling and simulation, service-oriented architectures, data management and visualization, and pattern recognition
You may be interviewed and hired into one of several departments within our center.

Required:
Undergraduate and advanced degree (Masters or PhD) in related STEM discipline; a bachelor's degree in relevant STEM field plus four years' experience may be considered in lieu of an advanced degree
Experience in software design, engineering and development skills, including familiarity with modern software development practices and tools
Experience with object-oriented software development (e.g., C\+\+, Java and Python)
Can obtain a DOE Q clearance
Desired:
Knowledge and experience with implementation of the full software development process using Agile or Iterative methodologies
Experience using a subset of the following: system engineering, hardware and software architecture, distributed system design, data exploitation/mining/fusion algorithms, digital signal processing, image processing, optical systems, command and control systems, numerical analysis, modeling and simulation, relational/object/geographic database technologies, user interfaces, scientific data visualization, web services technologies, and multi-core/GPU/parallel computing
Proficiency in a subset of the following: requirements capture, software modeling using UML, systems-level software testing, high consequence anomaly resolution, documentation and training, information assurance, and deployment of delivered systems
Experience with Docker containers, Jenkins continuous integration, and continuous delivery approaches to software development and deployment in cloud-based environments
Proven ability to develop and present ideas and results in oral and written form
Critical thinking, synthesis and problem-solving; ability to deal with ambiguity and adapt to a fast-paced, customer-focused operation; teaming; self-starting
Able to obtain a SCI clearance, which may require a polygraph test
Department Description:

Our team is responsible for the design and development of advanced mission data processing systems and analytical applications that enable some of our nation's most compelling nonproliferation and national security missions. Our mission is to design, engineer, build, deploy and enhance essential systems that transform data into decisions. Our systems are targeted for a range of applications and complexity including: remote and in-situ sensing systems; satellite communications and control; distributed computing and analysis; real-time data collection, processing, exploitation and dissemination; and mission engineering and analysis.

About Sandia:

Sandia National Laboratories is the nations premier science and engineering lab for national security and technology innovation, with teams of specialists focused on cutting-edge work in a broad array of areas. Some of the main reasons we love our jobs:
Challenging work withamazingimpact that contributes to security, peace, and freedom worldwide
Extraordinary co-workers
Some of the best tools, equipment, and research facilities in the world
Career advancement and enrichment opportunities
Flexible schedules, generous vacations,strongmedical and other benefits, competitive 401k, learning opportunities, relocation assistance and amenities aimed at creating a solid work/life balance\
World-changing technologies. Life-changing careers._ Learn more about Sandia at: http://www.sandia.gov

*These benefits vary by job classification.

Security Clearance:

Sandia is required by DOE to conduct a pre-employment drug test and background review that includes checks of personal references, credit, law enforcement records, and employment/education verifications. Applicants for employment need to be able to obtain and maintain a DOE Q-level security clearance and SCI access, both of which require US citizenship. SCI access may also require a polygraph examination. If you hold more than one citizenship (i.e., of the U.S. and another country), your ability to obtain these levels of access may be impacted.

Applicants offered employment with Sandia are subject to a federal background investigation to meet the requirements for access to classified information or matter if the duties of the position require a DOE security clearance. Substance abuse or illegal drug use, falsification of information, criminal activity, serious misconduct or other indicators of untrustworthiness can cause a clearance to be denied or terminated by the DOE, resulting in the inability to perform the duties assigned and subsequent termination of employment.

EEO Statement:

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or veteran status and any other protected class under state or federal law.",R&D Software Engineer Java/C++ (Early/Mid-Career),"Albuquerque, NM",3.8,$2 to $5 billion (USD),-1,Government,10000+ employees,Government,2020-04-01T03:33:07.304376
"Masergy Communications
4.3","Verizon, AT&T",2000,"Plano, TX",IT Services,"Overview


Masergy is looking for a Software Engineer for our growing team in Plano, TX.

Responsibilities


The candidate should be a self starter and flexible in learning new technologies and processes. A mixture of both creativity and tech-savvy is not only required, but will be fully exercised in this dynamic environment.
Create and/or refine customer facing web portals
Develop back-end web services providing a variety of services like database access, 3rd party interfaces, etc.
Be able to function on a Scrum team
Additional responsibilities including leadership, architecture, and design will scale relative to the candidate's experience level.
Qualifications
Experienced in Angular, React, or Vue
5 -7 year’s in Full- Stack Development in Java/ Go and Angular
Experience in DevOps/ Kubernetes
Experienced in Linux
Excellent communications skills
Experienced in at least 2 compiled languages
Experienced in at least 2 scripting languages
Experience with Docker/containers
Understanding of basic Networking concepts
Bachelor’s Degree in Computer Science Preferred",Software Engineer,"Plano, TX",4.3,$100 to $500 million (USD),-1,Information Technology,501 to 1000 employees,Company - Private,2020-04-01T03:33:07.304376
"SecurityScorecard
4.5",BitSight,2013,"New York, NY",Enterprise Software & Network Solutions,"About the Opportunity

The SecurityScorecard ratings platform helps enterprises across the globe manage the cyber security posture of their vendors. Our SaaS products have created a new category of enterprise software and our culture has helped us be recognized as one of the 10 hottest SaaS startups in NY for two years in a row. Our investors include both Sequoia and Google Ventures. We are scaling quickly but are ever mindful of our people and products as we grow.

As a Senior Software Engineer on the Data Pipeline Platform team, you will help us scale, support, and build the next-generation platform for our data pipelines. The team's mission is to empower data scientists, software engineers, data engineers, and threat intelligence engineers accelerate the ingestion of new data sources and present the data in a meaningful way to our clients.

What you will do:

Design and implement systems for ingesting, transforming, connecting, storing, and delivering data from a wide range of sources with various levels of complexity and scale. Enable other engineers to deliver value rapidly with minimum duplication of effort. Automate the infrastructure supporting the data pipeline as code and deployments by improving CI/CD pipelines. Monitor, troubleshoot, and improve the data platform to maintain stability and optimal performance.

Who you are:
Bachelor's degree or higher in a quantitative/technical field such as Computer Science, Engineering, Math
6+ years of software development experience
Exceptional skills in at least one high-level programming language (Java, Scala, Go, Python or equivalent)
Strong understanding of big data technologies such as Kafka, Spark, Storm, Cassandra, Elasticsearch
Experience with AWS services including S3, Redshift, EMR and RDS
Excellent communication skills to collaborate with cross functional partners and independently drive projects and decisions
What to Expect in Our Hiring Process:
Phone conversation with Talent Acquisition to learn more about your experience and career objectives
Phone interview with hiring manager
Technical video or in person interviews with 1-3 engineers
At home technical assessment
Video or in person interview with engineering leadership","Senior Software Engineer, Data Pipeline","New York, NY",4.5,$25 to $50 million (USD),-1,Information Technology,51 to 200 employees,Company - Private,2020-04-01T03:33:07.304376
"CACI International
3.5","CSC, ManTech, SAIC",1962,"Arlington, VA",Aerospace & Defense,"Job Description

About This Amazing Opportunity:??

CACI is seeking a TS/SCI Poly cleared Software Engineer to support our?mission-critical intel customer.? Under general supervision, you will develop, maintain, and enhance complex and diverse software systems (e.g., processing-intensive analytics, novel algorithm development, manipulation of extremely large data sets, real-time systems, and business management information systems) based on documented requirements.??

What You Will Get to Do:
Review and test software components for adherence to the design requirements and document test results. Resolves software problem reports
Utilizes software development and software design methodologies appropriate to the development environment
Provide specific input to the software components of system design to include hardware/software trade-offs, software reuse, use of Commercial Off-the-shelf (COTS)/Government Off-the-shelf (GOTS) in place of new development, and requirements analysis and synthesis from system level to individual software components
Analyze user requirements to derive software design and performance requirements
Design and codes new software or modifies existing software to add new features
Debug existing software and corrects defects
Integrate existing software into new or modified systems or operating environments
Develop simple data queries for existing or proposed databases or data repositories
Provide recommendations for improving documentation and software development process standards
Develop or implements algorithms to meet or exceed system performance and functional standards
Assist with developing and executing test procedures for software components
Write or review software and system documentation
Develop software solutions by analyzing system performance standards, conferring with users or system engineers; analyzing systems flow, data usage, and work processes; and investigating problem areas
Serve as a team lead at the level appropriate to the software development process being used on any particular project
Modify existing software to correct errors, to adapt to new hardware, or to improve its performance
Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design
Design or implement complex databases or data repository interfaces/queries
Oversee one or more software development teams and ensures the work is completed in accordance with the constraints of the software development process being used on any particular project
Design or implement complex algorithms requiring adherence to strict timing, system resource, or interface constraints; Perform quality control on team products
Confer with system engineers and hardware engineers to derive software requirements and to obtain information on project limitations and capabilities, performance requirements and interfaces
Coordinate software system installation and monitor equipment functioning to ensure operational specification are met
Implement recommendations for improving documentation and software development process standards
You Must Possess The Following Skills and Education:
Bachelor?s degree in Computer Science or related discipline and 2-4 years of related experience or a combination of education and related experience.
Four (4) years of additional software engineering experience may be substituted for a bachelor?s degree
Three (3) years of demonstrated experience is required? with SIGINT RF
Three (3) years of demonstrated experience is required with C++ experience working in a Linux environment
Knowledge of and practical application of the software development lifecycle
Demonstrated experience building SIGINT systems
Experience as an SWE in programs and contracts of similar scope, type, and complexity for the development of SIGINT systems
Active U.S. Government Clearance Required: TS/SCI w/poly
It Would Be Great if You Also Had the Following:
Working knowledge of Software Defined Radio (SDR), REDHAWK SDR Framework and/or Digital Signal Processing (DSP),
Signals analysis
Software development tools such as the Atlassian tool suite (ex., JIRA, CONFLUENCE)
Masters Degree preferred
What We Can Offer You:
We?ve been named a Best Place to Work by the Washington Post.
Our employees value the flexibility at CACI that allows them to balance quality work and their personal lives.
We offer competitive benefits and learning and development opportunities.
We are mission-oriented and ever vigilant in aligning our solutions with the nation?s highest priorities.
For over 55 years, the principles of CACI?s unique, character-based culture have been the driving force behind our success.
cisaj

Job Location

US-Fort Meade-MD-BALTIMORE

CACI employs a diverse range of talent to create an environment that fuels innovation and fosters continuous improvement and success. At CACI, you will have the opportunity to make an immediate impact by providing information solutions and services in support of national security missions and government transformation for Intelligence, Defense, and Federal Civilian customers. CACI is proud to provide dynamic careers for employees worldwide. CACI is an Equal Opportunity Employer - Females/Minorities/Protected Veterans/Individuals with Disabilities.","Software Engineer, C++ / Linux - Active TS/SCI with Poly-Required (Up to 25% Profit Sharing Benefit!)","Fort Meade, MD",3.5,$2 to $5 billion (USD),-1,Aerospace & Defense,10000+ employees,Company - Public,2020-04-01T03:33:07.304376
"DuCharme, McMillen & Associates
3.4",-1,1972,"Fort Wayne, IN",Accounting,"Please note: This position is located in Fort Wayne, Indiana and would require relocation if a candidate outside of Fort Wayne were hired.

Why are long tenures and low turnover rates the norm at DMA? When you are an employee owned company, you are all about your employees, and here is proof:
Employee stock ownership program eligibility begins day ONE of employment. ESOP contribution is targeted at 8% of your annual compensation.
COMPANY PAID Paternity& Maternity Leave.
COMPANY PAID volunteer time off.
Company match charitable giving
Fitness Reimbursement program.
Standing desk reimbursement.
100% company paid professional development.
3 weeks of PTO your first year.
Multiple benefit plans, eligible day one of employment- NO WAITING PERIOD.
Modern, laid back office environment.
Executive team invested in the success and happiness of our employees.

A quick summary of the position, followed by more specific duties and qualification requirements:

Position Summary

The Senior Software Engineer will be responsible for the maintenance and enhancements to existing software solutions and websites, actively participate in client-related support, as well as assist with the implementation of more optimized and efficient processes.

Essential Duties and Responsibilities

• Participate in code reviews and release& sprint planning sessions

• Produce clean, well designed, testable, and efficient source code

• Develop unit test cases for new features and bug fixes

• Diagnose and triage issues with software; determine and document root cause

• Maintain and enhance existing software solutions

• Provide technical support as needed

• Establish estimates/timelines for development tasks and technical solutions

• Collect and document technical requirements and potential solutions

• Develop conceptual and technical designs that follow specifications and best practices

• Conduct code reviews and verify that guidelines and best practices are observed by team

Education and Qualifications

• College degree in Computer Science, Computer Technology, or related field required

• 3-5 years of professional programming experience required

• Thorough understanding of Java, HTML, JavaScript, Java Server, ASP.net, C#, XML, etc.

• Knowledge of relational databases and object-relational mapping concepts

• Thorough understanding of the typical system development life cycle

• Technical and functional understanding of relevant DMA products and services

• Excellent verbal and written communication skills; excellent listening skills

• Excellent organizational skills; ability to manage multiple projects

• Excellent problem solving/analytical skills",Senior Software Engineer,"Fort Wayne, IN",3.4,$50 to $100 million (USD),-1,Accounting & Legal,201 to 500 employees,Company - Private,2020-04-01T03:33:07.304376
"Oshkosh Corporation
4.3","Lockheed Martin, Caterpillar, John Deere",1917,"Oshkosh, WI",Transportation Equipment Manufacturing,"COMPANY PROFILE

Oshkosh Corporation is a leading manufacturer and marketer of access equipment, specialty vehicles and truck bodies for the primary markets of defense, concrete placement, refuse hauling, access equipment and fire & emergency. Founded in 1917, Oshkosh Corporation has manufacturing operations in nine U.S. states and in Australia, Belgium, Brazil, Canada, China, France, Mexico, The Netherlands, and Romania. The company currently employs approximately 12,100 people worldwide.

Oshkosh Corporation is a Fortune 500, multi-billion dollar company. Oshkosh Corporation designs and builds the world's toughest specialty trucks, truck bodies, and access equipment by working shoulder-to-shoulder with the people who use them.

Job Duties
Lead cross-functional team in development of vehicle control systems
Drive the design, development and verification of software and components for Oshkosh vehicles.
Responsible for the development and maintenance of software requirement documents
Perform design analysis to ensure a robust vehicle control system
Coordinate and maintain schedule for software development projects
Requirements
Bachelor’s Degree in Mechanical, Electrical, or Computer Engineering
Experience with vehicle system design
Ability to interact with multiple engineering disciplines
Understanding of J1939
Understanding of vehicle systems
Excellent verbal and written communication skill
Preferred
1-2 years of experience in related field
Experience with Requirements Management tools
Oshkosh Corporation is an Equal Opportunity and Affirmative Action Employer. This company will provide equal opportunity to all individuals without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status. Information collected regarding categories as provided by law will in no way affect the decision regarding an employment application.

Oshkosh Corporation will not discharge or in any manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with Oshkosh Corporation's legal duty to furnish information.

Certain positions with Oshkosh Corporation require access to controlled goods and technologies subject to the International Traffic in Arms Regulations or the Export Administration Regulations. Applicants for these positions may need to be ""U.S. Persons,"" as defined in these regulations. Generally, a ""U.S. Person"" is a U.S. citizen, lawful permanent resident, or an individual who has been admitted as a refugee or granted asylum.",Software Systems Engineer Sr.,"Oshkosh, WI",4.3,$5 to $10 billion (USD),-1,Manufacturing,10000+ employees,Company - Public,2020-04-01T03:33:07.304376
