Job Title,Job Description,Job Id,Location,Company Name,Company Description,Headquarters,Size,Founded,Industry,Website,SE/DS
Staff Software Engr,"Staff Software Engr (multi positions) sought by GE Digital Holdings LLC in Roanoke, VA to prov tech leadership, dvlp/ evolve software in fast + agile dvlpmt envir using latest sw dvlpmt techs + infrastructure. Reqs Bach deg, or foreign deg equiv, in STEM + 6 yrs of progress responsible post-Bach's deg rel exp. Alternatively, Company will accept Master deg, or foreign deg equiv, in STEM + 4 yrs of rel exp. Position req 4 yrs of exp w/ Java coding; software build, release & deployment processes; web services (SOAP, WSDL, or REST); SQL Database (Oracle, MySQL, or PostgreSQL); and 3 yrs exp w/ software design patterns. Apply at www.gecareers.com & search Job # 3443288. Must be legally authorized to work in the US without sponsorship. Any offer of employment is conditioned upon the successful completion of a background investigation & drug screen.",217091442,"Roanoke, VA",GE Digital Holdings LLC,,,,,,,SE
Full Stack Java Developer,"Winsupply Inc., a leading supplier of materials for residential and commercial construction, is seeking qualified candidates for a Full Stack Java Developer position in the Dayton, Ohio area.  Required qualifications include a bachelor’s degree in computer science or a related field and 18 months experience as a java developer.  Job duties include: Being responsible for building user interface for web based enterprise applications at Winsupply; establishing effective collaboration and co-ordination with offshore and onshore resources; working with business users to define requirements; creating conceptual and technical designs; developing prototypes and programs; defining and executing unit and integration tests; resolving defects; executing an implementation plan; providing production support; developing hybrid mobile applications for both IOS and Android platforms; integration of user interface with complex application business layer; following best practices and standards for accessibility and cross-browser compatibility; working in teams consisting of Project Manager, UI/UX Designers and Developers; engaging in requirement specification process for new software functionality; and ensuring design consistency with clients design standards and guidelines.  Interested candidates should send a resume to alphillips@winsupplyinc.com and include the reference “Full Stack Java Developer” in the subject line.
  Required Experience:
18 months of related professional experience as a Java Developer
Java Script and Ecma Script
HTML 5.x, CSS 3.x, SCSS
Typescript
Angularx,2.x and latest versions such as 6.x and 8.x
Basic understanding of Node and it’s eco system
Experience with Development of Shared Modules in Angular2 or higher
Experience in responsive and adaptive web design implementations
Git Hub proficiency
Experience in using Spring Boot, Spring security and Spring AOP for enterprise application development
Experience in Test Driven Development and frameworks such as Junit and Mockito.
Experience in Service Oriented Architecture
Experience in development and consumption Restful Web Services and Micro services
Experience in setting up CI/CD tools such as Jenkins
Experience with Java Design Patterns
Experience in Ionic 3 framework for hybrid mobile application development
Experience in working with Agile/Scrum environments
Bachelor's degree in Computer Science or related field or equivalent
 Additional Required Qualifications/Skills:
Minimum of Bachelors or above in Computer Science or Computer Engineering or in related field of
Software development experience including: OOPS, concurrency programming, design patterns, RESTful service implementation, Service Oriented Architecture, Test-Driven Development, Acceptance
Multi-tier application design and
Multi-threaded design and
Excellent problem solving and communication
  Roles and Responsibilities:
Create Web Application user interface as per design comps and information architecture.
Co-ordinate and collaborate with on shore and offshore teams
Develop the Web App UI using HTML, CSS/SCSS, Boot Strap and Angular 2.0 (and above) etc.
Develop the Android/IOS hybrid mobile applications using Ionic framework
Integrate front-end application with complex application business layer
Constantly learn new technologies and skills via media, courses, or new applications
Plan and estimate projects and reports hours to administration for billing
Follow best practices and standards for accessibility and cross-browser compatibility
Work in teams with project managers, UI/UX designers and Developers
Follow established coding standards and group procedures individually and in teams
Configure Jenkins to automate builds and deployments
Perform Code Reviews and Integration Testing
Engage in requirement specification process for new software functionality
Ensure design consistency with client’s development standards and guidelines
Participating in requirement gathering meetings along with the stake holders and Business users.
Co-ordinating and leading efforts to build a consistent enterprise solution by constantly interacting with Quality assurance testers and end users feedback.
Actively interacting with the Enterprise Solution Architecture team and contributing in architectural decisions.
 ",217056178,"DAYTON, OH 45439",Winsupply Inc,,,,,,,SE
Mid Level Java Developer,"A DC-based technology company focused on solutions for data interoperability, data utility, and data security. We create open source solutions that collect, reconcile, transform, and standardize data for business intelligence, predictive analytics, decision support, and user transactions. We specialize in taking data from inception to impact.
Our team is comprised of creative, forward thinkers who are passionate about using cutting edge technology to make a difference in people’s lives and have a positive impact on our country. We offer an entrepreneurial, high growth environment that values fresh ideas, candid conversations, and authentic teamwork.
We are looking for a Mid-Level Java Developer to join our team in Washington DC.  In this role you will be focused on the design and implementation of Java based software platforms, applications, and features for our clients.  You will proactively participate in every aspect of the software development life-cycle including design, engineering, development, configuration, integration, testing, installation, modification and support. 
What we are looking for
Bachelor’s Degree in Computer Science, Computer Engineering, CIS, MIS or a related technical field or equivalent work experience
5+ years of experience in software engineering and development
3+ years of Java specific development experience including expertise in J2EE, and Spring
Knowledge of other Java based technologies including Eclipse, Struts, JPA, JSPs, Rational Application Developer and/or Websphere
Prior experience using Git/Github, preferably contributing to open-source projects
Strong written and verbal communication skills, attention to detail, and drive to deliver best-in-class software products
Ability to obtain a Public Trust security clearance
Preferred Skills
Master’s Degree in Computer Science, Computer Engineering, CIS, MIS or a related technical field or equivalent work experience
Experience developing software applications in an Agile environment
Prior experience working with AWS cloud technologies and containerization tools such as Docker and Kubernetes
 ",214188069,"WASHINGTON, DC 20036",Amida Technologies,,,,,,,SE
Java Software Engineer (Cloud),"A-Line Staffing is seeking a qualified candidate for the position of Java Software Engineer (Cloud) located in Durham, NC and Merrimack, NH
 Please review the desired qualifications listed below and apply or contact Nate Namiotka with questions.
 Responsibilities include:
Participating in the definition of system architecture and detailed solution design
Writing concise and clear technical specifications based on analysis of complex business requirements
Maintaining and supporting development environment while adopting industry best practices and tools
Creating working prototypes and proof of concepts for applications leveraging new concepts and technologies
Helping coordinate the delivery of technical components across internal/external technical teams.
Working closely with business partners and management team in evaluating current systems and making decisions on future development.
Participating in development of long range planning for new projects and facilities.
 Requirements:
Application development using Java EE, Spring or Springboot
Relational databases like Oracle, Postgres or no-SQL databases such as MongoDB
Understanding of and experience with Micro-Services Architecture concepts and emerging patterns such as APIs, JAX-RS, REST/JSON
Event driven transaction processing using EAI, ESB and messaging patterns using technologies such as Kafka, MQ etc.
CI/CD tools such as Maven, Git/Stash, Jenkins, Nexus, uDeploy, Docker etc.
Bachelor's degree or higher
6-8 years of software development experience
4-6 years of Java EE development experience
1-2 years of experience on Cloud architecture and microservices
Investment/financial services experience is highly desired
You have a good understanding on Cloud applications architecture and micro services model development including IaaS, PaaS, SaaS
You are experienced with using Cloud Orchestration/Workflow Automation and building distributed scalable applications
You are experienced with working on modern transactional and data processing applications
You have an ability to multi-task and stay organized in a dynamic work environment while meeting deliverables
You have experience with Agile development methodologies such as SCRUM, Extreme Programming, TDD etc.
You have strong verbal and written communications, must be able to actively engage other team members
You have good understanding of Agile systems development techniques utilizing Continuous Integration (CI)/Continuous Deployment (CD) and DevOps
You have prior experience working with development teams in onshore-offshore model
  I look forward to hearing from you soon!
 Nate Namiotka – A-Line Staffing",217060784,"Durham, NC",A-Line Staffing Solutions,"A-Line Staffing Solutions is a premier staffing company that supplies professionals to the Healthcare, Insurance, Pharmaceutical, and Information Technology industries. Founded in 2004, A-Line Staffing Solutions has been a leader in matching talented individuals to the jobs that our clients NEED to fill. We are experts at offering creative staffing solutions to employers, and we are hiring every day. A-Line Staffing can offer short-term, long-term and direct-hire opportunities to professionals across the United States. We hire only the most qualified and talented individuals in the country. Our recruiting, selection and stringent screening processes have strengthened our reputation for delivering quality customer service and unbeatable talent. For our commissioned clients, A-Line Staffing closely follows the standards and practices established by The Joint Commission. For all of our clients and employees, our commitment to continual improvement combined with a strict code of ethics provides an atmosphere of respect and unparalleled professionalism. To find out how A-Line Staffing Solutions can share our talent with you, please contact us today. We are eager to include you among our most valued and satisfied clients. If you are a professional and would like to learn more about open opportunities in your area, please contact us today. We are always searching for talented and enthusiastic professionals","US, Utica, Michigan",500 to 999 employees,2004.0,Staffing/Employment Agencies,http://www.alinestaffing.com/,SE
Backend Developer - C#/SQL - Contract or Contract for Hire,"Mid-Level and Senior Level Level. 2 Positions Open!
Local Candidates Highly Preferred

These positions can either be long term contract or contract for hire or even straight permanent. Salary plus great benefits.
 We are looking for a C# developer – mostly backend!.
 My client is a large ecommerce developer so we need a backend developer with experience integrating to other systems.

C#, MVC, SQL, API's, XML, etc...

Basics are below. 

Lots of work flexibility in coming and going

Basic details are below. Call me anytime today or this evening

My cell is 714-364-7620

Thanks

David
 3-7+ years of professional, hands-on software development experience
· Excellent technical design and coding skills in MVC, C# and .Net Framework
· Experience with querying, stored procedure, index, trigger on MS SQL Server 2008+
· Experience with Javascript, JQuery and Ajax and Responsive web design is a plus, but this job is mostly backend
· Understand Object-Oriented Design/Programming and software design patterns
· Experience with eCommerce industry desired, and the components of eCommerce platform such as shopping cart, payment process, search engine, product management, order processing, etc.   This is just a plus now!
· Ability to exceed existing system limitations and develop solutions for scalability, performance and reliability
· Experience with full SDLC from design to deployment
 David Etnire
Recruiting Manager
D: 949-346-2503 | C: 714-364-7620
detnire@agematech.com | www.agematech.com",216237376,"Brea, CA 92821","Agema Technology, Inc",,,,,,,SE
Software Developer,"We are seeking a seasoned Software Developer who will bring a deep passion and love of technology, strong analytical skills, as well as the ability to develop systems and design a strong and robust infrastructure that will support both the business and the technical aspects of the mobile application we are developing. This position offers an amazing and unique opportunity where a candidate will be an integral part of the work that impacts the finished product and where they can execute end to end to actually see their efforts come to life.
This position will be based out of our office located in Mahwah, New Jersey and will report to our VP of IoT & Software Engineering.
Roles & Responsibilities
Implement architectural requirements, system specifications, input/output processes and parameters for software integration
Use innovative analytical approaches to solve a broad range of problems across the platform
Develop systems and design infrastructure necessary to support both business and technical integration needs
Assess system performance against stated requirements
Generate and review technical documentation and provide feedback
Review test results and evaluate for conformance to design
Work cross-collaboratively to develop and define styles that are brand consistent
Qualifications: Successful candidates will possess the following:
Degree in Computer Science or Engineering
Minimum of 3 years of experience as a Software Developer
Previous working experience with AWS EC2, Lambda, CloudFront, Cognito, S3, Policies, IoT core, AWS CLI, AWS SDK and knowledge of database design
Proficient working knowledge of JavaScript, MySQL, and Git
Experience designing and implementing REST APIs while using best practices
Experience developing micro services using Kubernetes & Docker or using the AWS platform
Proven track record of debugging skills
Great communication skills both verbal and written
Possess strong attention to detail and the ability to work well under pressure
Ability to manage multiple projects from inception through deployment
Desired Skills & Experience
Previous working knowledge of React Native
Experience working in Agile environment
Experience developing software with Bluetooth and Wi-Fi capabilities (technologies such as Alexa and Google Home)
Someone who is security-minded and has basic working experience implementing security best practices
Technologically savvy and an understanding of industry trends
Passionate about food
Possesses an eye for design",216984557,"Mahwah, NJ 07430",NTERSOL,,,,,,,SE
Senior Software Developer,"CGS Business Solutions is committed to helping you, as an esteemed IT Professional, find the next right step in your career. We match professionals like you to rewarding consulting or full-time opportunities in your area of expertise. We are currently seeking Technical Professionals who are searching for challenging and rewarding jobs for the following opportunity:
Our Financial client close to the Fort Worth, TX area is looking for a contract to hire Senior Software Developer. You will be responsible for the analysis, design, coding, testing, documentation and support of new software applications and enhancements to existing applications.
Essential Duties and Responsibilities:
Design, develop and test software applications
Maintain systems by identifying and correcting software defects
Participate in requirement analysis and definition
Create technical specifications and unit test plans
Work with QA to align understanding of requirements and to develop system test plans
Work as part of an Agile development team to solve problems and develop projects in a fast paced environment
Follow instructions and pre-established guidelines to perform the functions of the job
Demonstrate a basic degree of creativity and problem solving skills
Follow the established software development life cycle
Follow established coding standards and naming conventions
Support applications using software development methodologies including structured programming, documentation, design and code review
Work with business analysts and application users to define and design robust user centric application solutions
Collaborate with UX resources to drive consistent look and feel of user interface
Collaborate with database resources to ensure robust and complete data access and manipulation
Collaborate with IT Operations to ensure hardware and software are aligned to deliver business requirements
Minimum Skills and Competencies
Bachelor Degree or, in-lieu of degree, equivalent education, training and work-related experience
7+ years of experience in all phases of software development including design, coding, testing, debugging, implementation and source management
Strong knowledge of the .NET framework (4.5 and higher)
Strong understanding of object-oriented programming and SOLID design principles
Proficient in C# with good understanding of VB.NET
Proficient in ASP.NET MVC, HTML5, CSS, JavaScript, and JQuery
Experience with front-end frameworks (AngularJS, Knockout, React, etc.)
Experience with SOAP and Restful Web Services (WCF, Web API)
Proficient in SQL Server 2012 and above, Transact SQL, stored procedures, triggers, DTS packages
Experience with applying design and architectural patterns
Experience in end-to-end Software Development Life Cycle (SDLC) project
Experience working with Agile/Scrum methodologies
Experience with code review and evaluation
Good at understanding requirements and estimation
Good team player, have ability and willingness to mentor junior developers
Have passion for learning new technologies and enhancing existing skills
Excellent verbal and written communication skills
Self-starter that can work well in a team environment
About CGS Business Solutions:
CGS specializes in IT business solutions, staffing and consulting services. With a strong focus in IT Applications, Network Infrastructure, Information Security, and Engineering. CGS is an INC 5000 company and is honored to be selected as one of the Best IT Recruitment Firms in California. After five consecutive Fastest Growing Company titles, CGS continues to break into new markets across the USA. Companies are counting on CGS to attract and help retain these resource pools in order to gain a competitive advantage the rapidly changing business environments.",215254062,"Arlington, TX 76006",CGS,,,,,,,SE
Software Engineer,"Good-to-have Skills:
2+ years of experience in Node JS, Java, Docker, Kubernetes, microservice platforms
Experience in Linux/Unix
Experience in CI/CD, Security and performance tuning
Experience with leading Design & Architecture
Development Practices such as TDD/BDD
Code quality analysis of performing static and dynamic analysis on their own code
Role and Responsibilities:
Development of mobile application using React Native, Node JS
Perform performance engineering analysis on mobile applications
Troubleshoot production and testing issues for resolution on mobile applications
Perform root cause analysis for production incidents
Must Have Skills:
4+ years total experience in development in Spring MVC, Javascript, JQuery, HTML5, REST
2+ years of strong experience working in React Native",216947813,"PLANO, TX 75074",Mobilecomm Professianal INC,"MobileComm Professionals is a key industry player in the wireless services arena. We utilize our expertise in wireless services to provide quality centric cost effective solutions all major wireless mobile Operators, Engineering firms, infrastructure providers and Original Equipment Manufacturers(OEM’s).
  MobileComm Professionals enjoys the distinct advantage of being an independent wireless network professional technical services vendor with a robust and integrated portfolio of wireless solutions. Our service offerings portfolio spans all aspects of RF design, Implementation, performance engineering and optimization of second, third generation and emerging technology networks. Our engineering and business consultants are highly tenured and are seasoned professionals who employ a uniquely balanced approach to achieving coverage, capacity, cost and quality objectives for customers.
  MobileComm Professionals is a growing provider of value added products to the telecom sector. Our VAS portfolio includes Content Based Services, such as Messaging and Call Management, Mobile Commerce Support Systems and infotainment. These products make the most use of handsets, providing value to subscriber and increasing revenues. MobileComm Professionals also utilizes its Information Technology and software development experience to develop applications that bring efficiency to engineering activities.","US, Richardson, Texas",500 to 999 employees,,Telecommunications Services,http://www.mcpsinc.com,SE
Software Developer,"About Relationship One
At Relationship One, we empower organizations to modernize their marketing through strategy, technology, and data. With a core staff of experienced marketing consultants, integration specialists, data analysts, and development gurus, we have a well-respected track record for delivering solutions that meet our customers’ unique business needs.
Our mission is simple – inspire success.

Job Description
Relationship One's Software Developer will work with the Product Development team to enhance the company's cloud application platform. The platform provides marketing professionals with a variety of services that embrace and extend the functionality of the Oracle Marketing Cloud, as well as integrating data from third-party systems, such as Salesforce.  
The Software Developer will primarily utilize Java and Angular, and will frequently interact with a variety of third-party APIs, typically via REST or SOAP.  

Apply Here:  https://relationshipone.applytojob.com/apply/27qitjA99I/Software-Developer

Responsibilities
Work with product owners to understand and refine user stories
Work with the development team to task and estimate effort
Work independently on assigned development tasks
Collaborate with team members on design and approach
Conduct unit testing, code review, and regression testing
Write quality, well-documented code
Contribute to and follow architecture and application design standards
Deploy new features to production environments
Provide product technical support
Qualifications
Bachelor's Degree or equivalent experience
3+ years of Java/Angular development experience
Strong overall technology and application development skills to ensure both quality and functionality of software development is in accord with the user-stories and technology use-cases
Good written and verbal communications skills
Strong analysis, problem-solving and design skills
Comfortable working in an environment where requirements and priorities change
An understanding of Scrum and Agile environment
An understanding of common development patterns
An understanding of best practices for web scaling
Experience with:
Spring framework, Spring MVC, Spring Boot
JSON serialization and deserialization (ex. Gson, Jackson)
Angular
REST or SOAP services
SQL (ex. PostgreSQL, MySQL)
Hibernate, Spring Data
Maven
Bonus if you have experience with:
AWS
jQuery
Node.js
This position is based in the Minneapolis/St. Paul metro area. Please do not apply unless you are living in this area.

Apply Here: https://relationshipone.applytojob.com/apply/27qitjA99I/Software-Developer",216945110,"MINNEAPOLIS, MN 55425",Relationship One,,,,,,,SE
Sr Full Stack Java Developer @ Remote,"Hi 
 This is Amar from Intellectfaces. Hope you're doing good.
We have immediate job openings with one of our Clients. Kindly go through the requirement and let me know if you are interested in this position.
REMOTE JOB UNTIL COVID-19 CRISIS ENDS
Title:                                                 Sr Full Stack Java Developer (Level 4)
Location:                                         Owings Mills / Baltimore, MD
Duration:                                         12+ Months Contract (Possibility of extensions)
 Client is ready to offer REMOTE until the country becomes FREE from COVID-19 threat.
100% On-Site presence required 5 days a week after that, for now there is no timeline for this split.
REMOTE JOB till COVID-19 ENDS
Duties and Responsibilities:
Responsible for the execution of a Scrum/Agile Development Task Order
Maintaining Enterprise Applications and user interface
Perform product updates, upgrades and apply patches to the application and the underlying platform
Working with different service owners to logically group individual data points into actionable categories
Proactively identifying gaps within the monitoring solution and remediating those gaps
Working with service owners to filter irrelevant data and alerts
Conduct system audit reviews and perform maintenance functions as required to ensure system health
Ensure Section 508 Compliance
Perform daily system checks, review and respond to events reflected in various management tools, perform server patch management
 Required Skills:
Bachelor’s Degree in Computer Science or related field with 9 years of experience.
Alternatively, a Master's Degree in Computer Science or related field with 7 years of experience.
Alternatively, PhD with 4 years of experience.
An additional 4 years of applied experience may be substituted in lieu of Bachelor's degree requirement.
5+ years of experience performing analysis and designing of IT solutions.
3+ years of recent experience using the following technologies: JAVA, JavaScript development, React AngularJS, Angular 2, Node JS, JUNITS, Responsive and Mobile Design, and Cross Browser development.
5 years of experience working with Spring Framework and REST services.
Proven experience developing applications utilizing Relational Database/No SQL Database.
Proven experience developing applications utilizing Relational Database/No SQL Database
Experience with CICD practices and AWS based deployment
Excellent knowledge of database SQLs and Stored Procedure
Experience with automated unit test methodologies and tools
Must be able to obtain a Public Trust clearance
Proven experience working in a Scrum environment
 Preferred Qualifications:
Experience working in government contracting. Preferable experience working with the Center for Medicare and Medicaid Services (CMS).
Experience in developing secure, enterprise scale browser-based user interfaces and applications.
Experience with Salesforce application.
Experience with MS Windows applications and proficient in the use of MS Office software.
Best Regards
Amar
703-880-1642
amar@intellectfaces.com",216942843,"Owings Mills, MD",IntellectFaces IT,,,,,,,SE
Java Lead Developer,"This position is responsible for creating, designing, and supporting software running on various platforms used. This requires a strong knowledge of relational databases, Java development tools, Unix like operating systems, mobile & portal technologies, and version control systems.

Primary Duties and Responsibilities

• Work with Developers, Designers, technical leads, architects and business analysts to determine project scope and vision, set system goals, identify and resolve system issues, ensure the system is implemented as designed and in adherence to the implementation guidelines.
• Develop, configure, build, review and unit test software/solutions.
• Assist in QA efforts on tasks worked by providing input for test cases and supporting test case execution.
• Works with Enterprise teams to ensure changes are properly documented, communicated, audited, and deployed in compliance with established procedures.
• Provide technical support to solve business problems and document resolution.
• May perform other duties as assigned.


Required

• 5+ years of experience with web service technologies (REST, JSON, SOAP, HTTP, SSL, XML/XSLT etc.)
• Strong technical and analytical ability in presentation layer technologies such as JSON, JavaScript, HTML, JSF, JQuery, ReactJS, angular, D3 and other Charts is required.
• Strong knowledge of Java web technologies is required.
• Strong knowledge of relational databases.
• Good Linux background.
• Good knowledge on Apache Tomcat Servers.
• Familiarity with Continuous Integration concepts and tools.
• Hands on experience with development tools such as Ant, Maven, Eclipse, and JUnit, Visual Studio.
• Working knowledge of version control systems such as SVN and GIT.
• Knowledge of standard Java debugging tools such as VisualVM, jmap, jstack, etc.
• Ability to work independently and in teams to deliver high quality work products on time.

2 long term contract positions with our direct client. Pls apply with rate/salary",215049935,"Chicago, IL","PrimeTime Technologies, Inc.",,,,,,,SE
Java Full stack Developer (Back end),"Hello,
This is Murali, Greetings from HR PUNDITS INC! 
We have Immediate openings with one of Our Client s for Java Developer Full Stack (back end ) Position at Arkansas. Kindly get back to us if you are interested in this position.
  Job Position: Java Developer Full Stack (back end )
Job Location: Bentonville, Arkansas
Job Type: Long Term Contract 
 Job Description:
Required Skills: 
We are looking for following skills:
Need Min 8+ Years
Proficiency with core Java concepts and their use. Good understanding of Java 8 features including streams, Lambdas, Functional interfaces etc.
Strong Experience in object-oriented software analysis and design, service-oriented architecture, building REST/SOAP web services and reusable software components
Strong understanding and experience building multithreaded applications focusing on asynchronous parallel processing
Knowledge of core design patterns to integrate with internal and external entities and data sources building fault tolerant systems.
Extensive experience in Java Spring, Spring Boot and J2EE frameworks. 
Hands-on SQL and NoSQL experience. 
Experience with message-based architectures using Kafka or another message broker
Working knowledge of Junit, Mockito or other unit testing best practices.
Knowledge in Docker framework and deployments, container management
Experience configuring, deploying and managing applications on cloud infrastructure
 Their primary focus would be to design and develop applications and services using Java/Spring Boot technology stack and object-oriented methodologies integrating with other company systems and deploy on cloud infrastructure..
o strong experience in Java
o singleton
o multi-threading
o Creating data source and get database connection
o queue or topic
o Experience on lambda.
 -----------------------------------------------------
Thanks & Regards,
Murali Krishna
SR IT Recruiter
HR Pundits Inc
Direct: 773-570-8959
Contact: 847-598-1122 EXT-4119
Email: murali@hrpundits.com
Web: www.hrpundits.com
 ",216881148,"Bentonville, AR 72712",HR Pundits Inc,"HR Pundits – Specialists in SAP HCM Solutions

The word 'Pundits' in Sanskrit means ""SUBJECT MATTER EXPERTS"" in a chosen field.

Established in 2005 as Minority and Small Business Enterprise in the State of Illinois, HR Pundits today is one of the leading solution providers of SAP ERP HCM Technology. We pride ourselves on providing innovative Technology Solutions to client issues in the areas of Human Resource Strategy, Design, Implementation and Management.","US, , IL",20 to 49 employees,2005.0,Computer/IT Services,http://www.hrpundits.com/,SE
Java Spring Boot Developer,"Title: Java/AWS Developer 
Location: Iselin, NJ or Jersey City, NJ
Duration: 12+ Months
Visa: US Citizen, GC
 Hand-on experience on development of Microservice using RESTful, while maintaining systems documentation.
Hand-on experience on Spring Boot, RESTful Services  and Advanced knowledge and experience with Java
Experience utilizing NoSQL Databases
Test Driven Development (TDD)
Advanced knowledge and experience with Unit Testing -- Junit & Mock Frameworks
Design and support cloud applications in the areas of virtualization, storage, networking, disaster recovery, and high availability
Experience on API modeling and design process
 Required Skillsets: 
Java 8+, J2EE, Spring framework 5+, Spring Boot, RESTful service, Spring Data (ORM), JPA, Junits, Postman, SwaggerUI, Git, BitBucket
Docker, Docker images
CI/CD Tools – Jenkins, Sonar, Blackduck
Application logging – ElkStack, Kibana
Must have experience with micro service application using FUSE Development tool.
Must have experience with ESB applications on Red Hat Fuse
Work experience on Red Hat Fuse on OpenShift container platform
Experience in deploying Fuse bundle in Cloud hosting environment such as AWS etc.
Design, Develop Redhat FuseCamel Routes, message flows, Perform data transformation using JavaXSLTDrools and configure develop adapters
 Contact person: Santosh Nanda - snanda@open-logix.com - 312-612-2269 
 OpenLogix Corporation is an Equal Opportunity Employer. OpenLogix does not discriminate on the basis of race, color, religion, gender, national origin, age, disability or any other characteristic protected by applicable state or federal civil rights laws. 
   ",216892115,"Jersey City, NJ 07097",Openlogix Corporation,"At OpenLogix, we have an awesome team of technology and business professionals that make things happen. We are passionate about providing best in class technology services to our clients and helping them innovate in their industries.","US, Wixom, Michigan",500 to 999 employees,2006.0,Computer/IT Services,http://www.open-logix.com,SE
Principal Cloud Architect (AWS),"Principal Cloud Architect (AWS)
Long term Contract
Multiple Locations
This is a customer facing role. You will be required to travel to client locations and deliver professional services as needed.
BASIC QUALIFICATIONS
15+ years of IT Infrastructure experience
BA/BS degree or equivalent experience; Computer Science, Engineering or Math background preferred
Deep working knowledge of the AWS services (EC2, ELB, RDS, Route53 & S3)
Customer facing skills to represent AWS well within the customer's environment and drive discussions with senior personnel regarding trade-offs, best practices, project management and risk mitigation
Demonstrated ability to think strategically about business, product, and technical challenges
Deep hands-on experience leading the design, development and deployment of business software at scale or current hands on technology infrastructure, network, compute, storage, and virtualization experience
Proven experience with software development life cycle (SDLC) and agile/iterative methodologies required
Integration of AWS cloud services with on-premise technologies from Microsoft, IBM, Oracle, HP, SAP etc.
Experience with IT compliance and risk management requirements (eg. security, privacy, SOX, HIPAA etc.",216853945,"Santa clara, CA 95050",Orgspire,"Who We Are
Orgspire Inc is a reputed software consulting group based out of Columbus. It is focused on providing the best quality, cost-effective solutions.Every industry has unique needs and challenges. we understand the uniqueness of the each industry we deal with , and we deliver services that are best suited for the specific habitat. We take on new challenges wholeheartedly this expands our horizon.

Our technology solutions backed provide powerful insight and assist in solving critical issues at our clients end. This would be impossible to implement without a team that is passionate about growing a clients' business. Hence we engage a matrix of technology, domain expertise and highly skilled people to provide the best possible solution for the needs of our client.

OUR PHILOSOPHY
We see our customers excel through our highest quality of services delivered. We strive hard to provide solutions using leading edge technology solutions enabling our customers to stay highly competitive. We achieve this through our consultants who have the necessary industry knowledge, innovation, technical expertise and customer focus.

OUR MISSION
Our mission is to provide solutions to customers and enabling them with competitive advantage by excelling in providing services with a team of highly qualified and dedicated consultants.","US, Dublin, Ohio",100 to 499 employees,,Staffing/Employment Agencies,http://www.orgspire.com/,SE
Associate Java Developer (remote),"Associate Java Developer (remote)
Department: 
Information Technology
Office: 
New Carrollton, MD
Location: 
New Carrollton, MD
**No Third Parties** 
**A U.S. Citizenship or a Green card is required by the government contract. No exceptions can be made. ** 
Job Description: Strategic Technology Partners LLC (STP) has a full-time position for Associate Java Developer. The project is a multi-year engagement supporting the Internal Revenue Service (IRS). The team will play a critical role in leading and contributing to the organization’s ongoing success with the modernization of the mission critical tax processing system.
Required / Preferred Skills:   
1 - 3 years of Java/J2EE software development experience
Solid understanding of Java/J2EE
 Experience with JSP/Servlet/HTML/CSS
 OOP/OOD methodology (understanding of class diagrams, sequence diagrams)
 Experience with SQL/JDBC
 Additional highly desired skills:
 Web Services/SOAP/REST/JSON
 Design patterns
 Databases/MQ/JMS/LDAP
 Highly distributed, multi-tier applications
Education Requirement: A bachelor’s degree or higher in computer science, engineering or related field preferred
Security Requirement: A Department of Treasury Minimum Background Investigation (MBI) is required for this position. Proof of U.S. Citizenship or a Green card is required. No exceptions can be made, as this is required by the government contract. Candidates with an active Department of Treasury Minimum Background Investigation (MBI) are preferred.
Location:  The work is remote, but support at customer sites may be required. 
EQUAL OPPORTUNITY EMPLOYER. It is our policy to abide by all applicable federal, state and local laws prohibiting employment discrimination on the basis of a person's race, religion, color, national origin, genetic information, disability, sex, age, sexual orientation, gender identity, protected veteran status, marital status, or any other protected status.
Equal Employment Opportunity (EEO) 
Employee Polygraph Protection Act (EPPA) 
""EEO is the Law” Poster Supplement 
Pay Transparency Nondiscrimination Provision ",203583535,"Lanham, MD 20706",Strategic Technology Partners LLC,"Strategic Technology Partners LLC (STP) is a small businesses solutions and service provider specializing in helping government agencies modernize their information technology infrastructures, develop business applications, and deploy cybersecurity solutions.
STP will leverage its experience, such as modernizing the IRS infrastructure, building end user self-service applications for millions of taxpayers and IRS employees and implementing the cyber security system that protects the private data and assets of the IRS and its users, to build solutions that meet federal and state governments’ unique needs.
We at STP understand the importance of keeping your infrastructure simple to use, simple to operate, and simple to change.
We understand the need to protect your valuable assets from internal and external attacks, and we understand the importance of providing business applications that are usable, accessible, responsive, and available.
We also understand the challenges of managing projects within budget, technical and legal constraints. That is why STP is committed to helping your organization implement high quality, budget conscious solutions.",Arlington,20 to 49 employees,2005.0,Computer/IT Services,http://www.stpfederal.com/,SE
