Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,timestamp,url
"Hytorc
3.9","Atlas Copco, Enerpac, Snap-on",1968,"Mahwah, NJ",Industrial Manufacturing,"Job Description
Capture requirements for design of innovative solutions for new or existing industrial bolting tools through collaboration with colleagues, sales force and customers.
Present findings to senior staff for review and approval.
Generate supporting analysis of factors affecting product design including stress and fatigue, performance, mass properties, materials and finishes, cost of design and verification and validation.
Develop preliminary innovative and custom mechanical design solutions for new and existing products.
Redesign existing products for product enhancement and improved manufacturability.
Utilize SolidWorks 3D modeling software.
Assist with prototype design and development and BOM (Bills of Materials) creation and product dimensional creation for customers.
Create technical and manufacturing drawings for suppliers, with special attention to ensuring the proper amount of detail is included.
Read, understand and","Mechanical Design Engineer in Mahwah, NJ at HYTORC","Mahwah, NJ",3.9,$100 to $500 million (USD),-1,Manufacturing,201 to 500 employees,Company - Private,2020-04-16T17:53:35.018376,http://www.hytorc.com/
"Coupa Software, Inc.
4.6","SAP Ariba, SAP Concur, Oracle",2006,"San Mateo, CA",Enterprise Software & Network Solutions,"Coupa Software (NASDAQ: COUP), a leader in business spend management (BSM), has been certified as a “Great Place to Work” by the Great Place to Work organization. We deliver “Value as a Service” by helping our customers maximize their spend under management, achieve significant cost savings and drive profitability. Coupa provides a unified, cloud-based spend management platform that connects hundreds of organizations representing the Americas, EMEA, and APAC with millions of suppliers globally. The Coupa platform provides greater visibility into and control over how companies spend money. Customers – small, medium and large – have used the Coupa platform to bring billions of dollars in cumulative spend under management. Learn more at www.coupa.com. Read more on the Coupa Blog or follow @Coupa on Twitter.

Do you want to work for Coupa Software, the world's leading provider of cloud-based spend management solutions? We’re a company that had a successful IPO in October 2016 (NASDAQ: COUP) to fuel our innovation and growth. At Coupa, we’re building a great company that is laser focused on three core values:

1. Ensure Customer Success – Obsessive and unwavering commitment to making customers successful.
2. Focus On Results – Relentless focus on delivering results through innovation and a bias for action.
3. Strive For Excellence – Commitment to a collaborative environment infused with professionalism, integrity, passion, and accountability.
Responsibilities:
Design, code, and test software
Work with the Product and Design teams to build new features to solve business problems and fill business needs
Participate in code reviews to create robust and maintainable code
Work in an agile environment where quick iterations and good feedback are a way of life
Continually look for opportunities to improve our platform, process, and business
Communicate and coordinate with our support and professional services teams to solve customer issues
Help scale our platform as we expand and find the right balance between the power of a consolidated codebase and flexibility of microservice
Requirements:
4+ years of experience with enterprise software development
A love for designing and programming web applications
Experience working with a wide variety of systems and integrating APIs from third-parties
Experience working collaboratively with a globally distributed team
Experience with the Scrum methodology
Passion for keeping up with new trends and developments in the programming community and is eager to find ways to incorporate these new ideas into our codebase
MS SQL Server and general database knowledge, including performance and optimization
Experience with developing SaaS products preferred
Experience with C# and the .NET framework is a plus
At Coupa, we have a strong and innovative team dedicated to improving the spend management processes of today’s dynamic businesses. It’s our people who make it happen, and we strive to attract and retain the best in every discipline.

We take care of our employees every way we can, with competitive compensation packages, as well as restricted stock units, an Employee Stock Purchase Program (ESPP), comprehensive health benefits for employees and their families, a 401(k) match, a flexible work environment, no limit vacations for exempt employees, non-exempt employees are on an accrual basis for PTO, catered lunches…And much more!

As part of our dedication to the diversity of our workforce, Coupa is committed to Equal Employment Opportunity without regard for race, ethnicity, gender, protected veteran status, disability, sexual orientation, gender identity or religion.

Please be advised, inquiries or resumes from recruiters will not be accepted.",Senior Software Engineer,"Pittsburgh, PA",4.6,$100 to $500 million (USD),-1,Information Technology,1001 to 5000 employees,Company - Public,2020-04-16T17:53:35.018376,http://www.coupa.com/
"CDK Global
3.0","Reynolds and Reynolds, Cox Automotive, Dealer.com",2014,"Hoffman Estates, IL",Computer Hardware & Software,"Power the Possibilities
The CDK Global technology team is looking for collaborative innovators who are passionate about making their mark on emerging enterprise software products. We’re building and developing cloud technology for the automotive retail industry
that will change the landscape for automotive dealers, original equipment manufacturers (OEMs) and the customers they serve.

Be Part of Something Bigger
Each year, more than three percent of the U.S. gross domestic product (GDP) is attributed to the auto industry, which flows through our customer, the auto dealer. It’s time you joined an evolving marketplace where research and development
investment is measured in the tens of billions. It’s time you were a part of something bigger.

We’re expanding our workforce – engineers, architects, developers and more – onboarding early adopters who can optimize, pivot and keep pace with ever-evolving development roadmaps and applications.

Join Our Team
Growth potential, flexibility and material impact on the success and quality of a next-gen, enterprise software product make CDK an excellent choice for those who thrive in challenging, fast-paced engineering environments.
The possibilities for impact are endless. We have exceptional opportunities to evolve our industry by driving change through new technology.

If you’re ready for high-impact, you’re ready for CDK.

This position is a rewarding opportunity to express your creativity, work with intelligent, innovative people, and have your work improve the daily business of dealerships throughout North America, while simultaneously improving the car buying experience for millions of consumers. You will have the ability to work on cutting edge technologies within a variety of tech stacks. You will be doing continuous deliveries and will see your work come to life very quickly! The teams are self-driven and which allows them to determine their own destiny. (Yes, you will actually have the ability to chart how you want to solve the problems!).

Responsibilities:
Evolve existing framework to support new scalability requirements as well new functionality needed.
Identify and drive new solutions to enhance the development cycle to increase development productivity.
Work with team to drive better persistence structures to increase throughput throughout the various layers in the application including Database.
Mentor and lead subordinate developers in adopting best practices craftsmanship.
Work with product owners to identify and iron out upcoming business needs and develop technical backlog to answer those needs in timely manner.
Work with team to identify and resolve technical debt to improve the team’s throughput.
Qualifications:
Strong communication skills.
Enthusiasm for solving interesting and complicated problems.
M.S. in computer science or equivalent software development experience.
Extensive experience designing and implementing highly scalable, distributed application systems.
Extensive experience programming in Java.
Extensive experience designing robust scalable applications.
Extensive experience designing complex data models to handle millions of transactions.
Experience in application design and Implementation using agile practices & TDD.
Experience with highly scalable / distributed systems.
Experience with Pick-based multi-user systems
Experience with Spring, React, plus
CDK Global knows you have passions outside of work. You have family, friends, sporting events, and lots of things going on. That’s why we offer a comprehensive benefits package to not only take care of you but your family as well. All of our benefits are effective the first day of employment including 401K matching, paid time off to re-energize, donate your time to volunteer in your community, and tuition reimbursement to name a few.

At CDK, we pride ourselves on having a diverse workforce. We value and celebrate the uniqueness of individuals and the different perspectives they provide. We offer equal opportunity employment regardless of race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability status, age, marital status, or protected veteran status.",Software Engineer IV,"Portland, OR",3.0,$2 to $5 billion (USD),-1,Information Technology,5001 to 10000 employees,Company - Public,2020-04-16T17:53:35.018376,http://www.cdkglobal.com/
"Lube-Tech
4.5",-1,1993,"Minneapolis, MN",Wholesale,"At the core of every successful company, you’ll find a great team. Our team is truly a family and the heart and soul of the company. With a Purpose to“make tomorrow a little bit better than today” for each other, our customers, and our communities, we work together to create an environment where you can love what you do and be your best every day as you write yourself into the Lube-Tech story. And that’s one of the reasons we are the proud recipient of the 2019 Top Workplace award, issued by the Minneapolis Star Tribune!

We promise to:

Provide a safe environment: We care about each other, and it’s a top priority to ensure we all go home to our families without an incident.

Celebrate what makes us unique: We look for greatness in everyone, listen to every voice, and find ways to bring out the best in each other.

Empower each other: We trust each other and create a place where everyone matters and can make a difference.

Since 1925, Lube-Tech and its founding companies have demonstrated a people-first, customer-focused approach. Lube-Tech is a family-owned company who provides advanced energy, fluid technology, lubricants and services to OEMs and customers within the automotive, fleet and manufacturing industries. Lube-Tech also operates Reliable Plus, a vehicle wash company who provides product and service solutions to customers within the c-store, grocery, fleet and automotive industries.

Role Overview:

The Automation and Controls Engineer is a pivotal role in ensuring the success and the efficiency of the systems that allow us to deliver the best quality product to our customers. This role will be responsible for supporting the control systems and equipment for Lube-Tech’s multiple facilities. Through the support of our Engineering and Operations team, this role will scope, design, and manage capital projects. These projects may include system design, control and machine specifications, troubleshooting of equipment, and continuous improvement.

Role Qualifications& Skills:
Controls& Automation
Maintain the control systems for our production facilities including equipment and programming.
Troubleshoot and repair equipment control problems
Build and maintain equipment and control systems vendor relationships
Work with the engineering team on design of new systems including calculations, material specifications, layouts, equipment, and facility upgrade recommendations.
Works on continuous improvement processes
Project Management
Ensures all projects are completed on-time and within project budget
Lead capital project across the enterprise by managing project scope, budget, and schedule
Work with the engineering team on design of new systems including calculations, material specifications, layouts, equipment, and facility upgrade.
Demonstrates and promotes enterprise safety policies.
Collaboration& Communication
Works together and provides communication on projects, equipment, etc. with operations, maintenance, and management.
Collaborate with functional leaders and team significant equipment and facility improvement acquisitions
Ability to present project information concisely and with clear communication to executive leadership.
Works with environmental, health and safety team, regarding project compliance, tasks and overall plant operations.
Travel
This role is posted in both Golden Valley, MN and/or Shreveport, LA
If candidate is in Shreveport, LA travel will be 25% dependent on projects
If candidate is in Golden Valley, MN travel will be 30% - 40% dependent on projects
Education: Bachelor's degree in Electrical, Mechanical, or Industrial Engineering.

Experience/Training:
2 - 5+ years of experience with automation/controls and production equipment automation including programming
Strong knowledge of engineering principles, including but not limited to structural, machine design.
Experience with 2D and 3D CAD software
Proficiency in the use of MS office applications
Excellent communication skills, both verbal and written
Demonstrated leadership organizational, analytical, and problem-solving skills
Willing to be“hands on” and dig in as needed
While performing the duties of this job, the employee is frequently required to sit, stand, walk, use hands, handle, or touch objects, tools, or controls. Good vision is required for inspecting parts and equipment. The employee must occasionally lift and/or move up to 50 pounds. The ability to focus while working near production equipment and other distractions.
Office and warehouse environment. High temperatures, especially in the summer in both the warehouse and tank farm. Employee may need to work off elevated heights in a scissor lift on occasion.
WHAT'S IN IT FOR YOU?

We are always working to ensure our teammates know just how valued they are. In addition to a competitive salary, comprehensive health and wellness benefits beginning day one, Lube-Tech offers employees a variety of perks, including:

Philanthropy– Giving back to our communities is woven into the fabric of who we are. Throughout the year, there are many opportunities for employees, and their families, to get involved and give back. The Employee Giving Program allows you to donate to a 501c3 nonprofit of your choice and the Bame Foundation will match your contribution, dollar for dollar!

Total Wellness– Your health and well-being are important to us which is why you’ll have benefit coverage on your first day of employment. Lube-Tech offers employees complimentary use of our onsite fitness facilities where available. In addition to physical wellbeing, Lube-Tech offers a variety of mental health, financial, and other resources to every employee.

Paid Time Off– All employees begin earning paid time off (PTO) upon hire, with the ability to earn 3 weeks of PTO in the first year of employment!

Paid time off when it matters most– We offer paid time off for bereavement& parental leave so you can be with your family when it matters most. We observe eight paid holidays and provide two floating holidays per year.

Profit Sharing– A significant factor in employee engagement is believing you make a difference and have an impact on the success of the company. Lube-Tech has a history of sharing success with teammates through its quarterly Profit-Sharing program.

Dress for your day– We know you’re more productive when you’re comfortable, which is why many roles at Lube-Tech allow for a casual dress work environment. We provide uniforms and personal protective equipment for many roles including drivers, technicians and warehouse.

Lube-Tech is an Equal Employment Opportunity/Affirmative Action Employer. Qualified applicants including women, minorities, veterans, and individuals with disabilities are encouraged to apply.",Controls Engineer,"Golden Valley, MN",4.5,$100 to $500 million (USD),-1,Business Services,501 to 1000 employees,Company - Private,2020-04-16T17:53:35.018376,http://www.lubetech.com/
"The Spaceship Company
3.9",-1,2005,"Mojave, CA",Aerospace & Defense,"Who we are


The Spaceship Company (TSC) is an affiliate of Virgin Galactic as a space-system manufacturing organization. Headquartered at Mojave Air and Space Port in Mojave, California, it is building and testing a fleet of WhiteKnightTwo carrier aircraft and SpaceShipTwo reusable spaceships that, together, form Virgin Galactic’s human spaceflight system. Like many Virgin companies across the world, its team of over 400 talented and dedicated engineers, technicians and professionals are drawn together by a willingness to disrupt and challenge the status quo and deliver innovative aerospace solutions to our customers’ needs. TSC’s extensive capabilities encompass preliminary vehicle design and analysis, manufacturing, ground testing, flight testing and post-delivery support.

Our Values

TSC and the greater Virgin Organization have a relaxed and informal culture that encourages individuality and innovation. You will be motivated, enterprising and enthusiastic. Company culture is such that you need to be able to “check your ego at the door”, be a self-starter and possess a sense of humility. You will work well under pressure and thrive on being given challenges and responsibility. You will communicate clearly and be confident and persuasive. You will have a high level of integrity and understand the need of complete confidentiality.

Your Mission


TSC is seeking a talented and motivated Avionics Software Engineer to join our Avionics Team. The ideal candidate will have experience with software development programs in aerospace or similar field. We are looking for someone who enjoys working in an embedded software environment, with an emphasis on safety-critical aerospace projects.

What you bring


Required Knowledge/Experience
Experience with aerospace software projects following DO-178
Experience with C and C++ embedded software
Experience with bare metal and RTOS software
Experience with VHDL and/or Verilog
Desired Knowledge/Experience
Experience with VHDL and/or Verilog
Experience with opengl based GUI software development
Experience with MATLAB and Simulink
Experience with VxWorks, FreeRTOS and python
Experience with LabView and National Instruments instrumentation
Experience with the Atlassian software project management suite including JIRA, Bitbucket (Git), Confluence, and Crucible
Responsibilities
Develop and maintain avionics software applications through the complete software lifecycle
Actively participate in code reviews, requirements development, internal audits, and other software-related development activities
Monitor program performance after implementation to prevent reoccurrence of program problems and ensure efficiency of operations
Participate in risk management meetings
Educational Requirements:

Must have a Bachelor of Science degree in Software Engineering or a related engineering discipline from an accredited university, or equivalent combination of work experience and education

Professional Requirements:
4 or more years of software development programs in aerospace or similar field
Experience with safety critical embedded system hardware and software
Experience with FPGA hardware and software
Experience with real-time operating systems
Strong foundation of fundamentals of electrical engineering
Strong organizational and written communication skills
Applicants must be U.S. persons as defined by the ITAR (22 CFR §120.15)


Personal Requirements

TSC and the greater Virgin Organization have a relaxed and informal culture that encourages individuality and innovation. You will be motivated, enterprising and enthusiastic. Company culture is such that you need to be able to “check your ego at the door”, be a self-starter, and possess a sense of humility. You will work well under commercial pressure and thrive on being given challenges and responsibility. You will be able to work easily with senior management of the Company, Virgin Galactic, Virgin Management USA, Virgin Management UK to contribute as an equal to the commercial and strategic discussions and decisions of the Group. You will communicate clearly and be confident and persuasive. You will have a high level of integrity and understand the need of complete confidentiality.

The Spaceship Company is an Equal Opportunity Employer; employment with The Spaceship Company is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, marital status, mental or physical disability or any other legally protected status.",Senior Avionics Software Engineer,"Mojave, CA",3.9,Unknown / Non-Applicable,-1,Aerospace & Defense,501 to 1000 employees,Company - Private,2020-04-16T17:53:35.018376,http://www.thespaceshipcompany.com/
"West Yost Associates
3.6",-1,1990,"Davis, CA",Architectural & Engineering Services,"Principal Engineer, Treatment – Oregon Offices

January 10, 2020

West Yost provides high-quality client services in water supply,
water and wastewater treatment, groundwater, stormwater, and
recycled water. Our professionals provide complete water
engineering, science, and technology services from nine offices
in California, Oregon, and Arizona – bringing innovative and
collaborative approaches to deliver higher value projects and
programs.

We are the largest engineering firm located solely on the West
Coast, providing services only to the water sector. Our
staff includes certified or registered professionals in civil,
mechanical, chemical, and electrical engineering; water and
wastewater treatment planning and design; geology, engineering
geology, and hydrogeology; architecture; GIS; land surveying;
control system cybersecurity; and construction management and
inspection services.

DESCRIPTION

The Principal Engineer in Treatment Group is responsible for
engaging with clients and staff on technical issues associated
with the planning and design of water and wastewater treatment
and pumping station projects. This includes business development
and proposal writing along with managing and engaging in project
work from project planning stages, preliminary design, design,
and support services during construction. The Principal Engineer
we are seeking will have the desire to drive our capabilities to
new heights in Oregon by working directly with clients and team
members. This leader would have strong experience in capturing
and delivering projects, developing and/or nurturing client
relationships, and mentoring and managing staff. This position
will provide valuable support to the Treatment Business Sector
Manager.

Other duties include:
Lead engineering designs, preparing reports, construction
drawings, specifications, and calculations for various projects.
Review project designs and drawings for compliance with
engineering principles, firm standards, regulatory compliance,
customer contract requirements, and related specifications.
Establish and foster client relations and develops proposals
and budgets. Meet with clients to determine recommended
project scope, estimate staffing requirements and fee for review
and prepare for signature by Vice President.
Develop and maintain client contact before, during, and after
project completion. Cultivate client relationships through
organizational involvement and by direct contact.
Use technical knowledge to develop technical studies/reports
and designs that include water and wastewater collection and
treatment, and recycled water production, distribution, and use.
Maintain four-month workload projections for all projects
under personal management. Work closely with other
engineers and managers to balance workload demands amongst
current staff.
Make recommendations to senior management as to additional
staff and resource needs. Assign staff and other resources,
working with other managers to balance overall company workload
and best utilize personnel.
Prepare and conduct technical review of staff, reports,
correspondence, calculations and prepare technical
recommendations. Prepare opinions of probable cost on
current and new designs. Develops fee estimates for all
project types and ensures projects are delivered on schedule and
within scope and budget.
Act as Project Manager or team member on major design and
construction projects. Effectively direct projects from planning
through completion. Keep timely track of project progress,
schedule and budget. Monitor project scopes, request contract
amendments when appropriate.
Mentor engineering staff on technical matters and procedures
and act as a technical resource.
Contribute to technical journals and conference
presentations.
Provide quality assurance for plans and contract documents
for construction of improvements within specialty area.
Determine clients’ invoicing requirements and work with
Accounting staff to prepare timely monthly invoices. Prepare
summary billing descriptions if appropriate or required by
client.
This position can be based out of any of our Oregon offices
(posting lists Lake Oswego).

REQUIRED QUALIFICATIONS
Bachelor’s or Master’s degree in in Civil/Environmental
Engineering.
15+ years’ experience in civil engineering consulting or
engineering management.
Excellent writing and communication skills are essential.
PE licensure in the State of California, or ability to obtain
PE licensure within 6 months of hire. PE licensure in other
states that firm is actively practicing may also be considered.
West Yost Associates is and Equal Opportunity Employer,
employee owned, and offers a competitive salary and generous
benefits package.

CLICK TO APPLY:
https://secure3.entertimeonline.com/ta/WYOST.careers?ApplyToJob=318980225","Principal Engineer, Treatment",Oregon,3.6,$25 to $50 million (USD),-1,Business Services,51 to 200 employees,Company - Private,2020-04-16T17:53:35.018376,http://www.westyost.com/
"EDUPOINT EDUCATIONAL SYSTEMS, LLC
3.4",-1,-1,"Irvine, CA",Enterprise Software & Network Solutions,"Edupoint Educational Systems, a ""Top Companies to Work For"" recipient is currently seeking a Senior .Net Developer-Full Stack to join our growing team of professionals. As a Senior Developer, you will develop best-in-class education solutions used by millions daily while working with an energetic and innovative team.

In this role you will be responsible for developing RESTful services, implementing changes to the database and service models and creating new modules. The ideal candidate will be a full stack developer (JavaScript/HTML/JQuery/C#/ASP.Net/Bootstrap/Knockout). The purpose of this position is to create new functionality and incorporate new enhancements into the Edupoint student information system product line. This opportunity is available in Mesa, AZ or remote, preferably in Pacific, Mountain or Central time zones.

If you’re looking to make a difference, please apply! We offer a Comprehensive Package to include generous Paid Time Off, excellent medical coverage, dental, vision, life insurance and 401K with immediate vesting opportunities.

Job Responsibilities:
Utilize expertise to create new functionality within our product
Contribute to industry-leading mission-critical suite of products and collaborate in a stimulating work environment
Design solutions after gathering business and technical requirements.
Participate in design sessions
Contribute to system testing to ensure quality deliverables
Participate in code writing & reviews
Assisting in planning, defining scope, and estimating work effort and technical complexity
Working collaboratively with team members to design and implement a supportable and flexible solution
Job Requirements:
HS school diploma or GED, Bachelor's degree in Computer Science or equivalent field is preferred
At least 5 years of development experience
Solid Object Oriented programming skills
ASP.NET, XML, LINQ, master pages, components
Strong User Interface design including experience with JavaScript, AJAX, jQuery, JSON, HTML, DHTML, CSS
Visual Studio.NET 2019 experience
Strong overall SQL query writing skills
Excellent written and verbal communication skills
Develop high-level and detail design specifications
Perform requirements gathering, analysis and specification
Clear understanding of architectural concepts and the fundamentals of good software design
Experience with software testing strategies and approaches
Skilled at working in a team environment
Adept at crossing languages, technologies, and platforms
Resourceful, creative and innovative in diagnosing and solving technical and business problems.
Excellent analytical skills and ability to work in Agile environment
Compensation & Benefits:
Salary commensurate with experience
Medical/Dental/Vision Insurance
Company Paid for Life Insurance
Short and Long Term Disability
401(k) Plan with matching and immediate vesting
Generous Paid Time Off
Wellness Programs
Company Disclaimer:

The statements herein are intended to describe the general nature and level of work being performed by employees and are not to be construed as an exhaustive list of responsibilities, duties, and skills required of personnel so classified. Furthermore, they do not establish a contract for employment and are subject to change at the discretion of the employer.

Edupoint Educational Systems is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status.",Senior .Net Developer- Full Stack,Remote,3.4,Less than $1 million (USD),-1,Information Technology,1 to 50 employees,Company - Private,2020-04-16T17:53:35.018376,http://www.edupoint.com/
"Western Digital
3.5","Seagate Technology, Toshiba",1970,"San Jose, CA",Computer Hardware & Software,"Western Digital®

Western
Digital is a one of the world’s most sophisticated, foundational technology
companies. A Fortune 150 company and the world’s largest maker of hard drives
& flash memory products, we literally create the space upon which the
digital world is built. Think about it. If not for our products, there would be
no computing, social media or streaming media. We develop the technologies and
make the products that make all of those things possible!

At
Western Digital’s Content Solutions group we design, build and ship hardware
and software that enhances the digital lives of more than 300 million customers
every year. With more than 350,000 points of sale worldwide, we help consumers
in more than 113 countries connect with their content, so they get more
enjoyment and value from the digital lives.
Software Engineer My Cloud Home Device API
What You Will Be Doing
We are about creating a personal cloud experience that seamlessly pulls all of your content together (pictures, music, video, documents) into your personal device and makes it available on any screen, any place and any time.

A key part of the platform is our REST API which powers all of our mobile, web and desktop experiences.

We are looking for a highly motivated engineer to join this critical core team.

Your Key Responsibilities Will Include
Independently design and develop features for My Cloud Home Linux platform
Work in a cross-functional team with PLM, UX and QA to deliver high quality end to end features.
Be technically adept to deep dive into complex technical problems
Work in a fast paced, agile environment that continuously delivers value to our customers.

Education & Experience Necessary for Success
5-10 years of professional software development experience
Strong system level programming experience in Golang or C/C++.
Experience building highly optimized software under tight device resource constraints
Experience in building REST API services is a plus
Experience with image or video manipulation is a plus
Strong communication, analytical and problem solving skills.
What Makes You Special
Knowledge of multi-threading, concurrency, and scalability constructs.
Experience developing complex and highly available services running in a production environment
Experience developing on consumer devices powered by Linux or Android
Our
three brands, SanDisk, WD and G-Technology offer consumers new ways to
aggregate, organize, secure, and share the content that really matters to them,
no matter where the content is created, or where it resides. As our digital
world and capabilities expand, we evolve to meet the needs of this highly
dynamic and constantly changing environment. Whether that means creating
personal cloud experiences that seamlessly pull all of your pictures, music,
video, documents together or developing state-of-the-art encryption
technologies that protect your most valuable content, we’re committed to
putting consumers in control over every aspect of their digital world.

Western Digital is an equal opportunity employer.

Western Digital does not discriminate on the basis of race, color, ancestry, religion (including religious dress and grooming standards), sex (including pregnancy, childbirth or related medical conditions, breastfeeding or related medical conditions), gender (including a person’s gender identity, gender expression, and gender-related appearance and behavior, whether or not stereotypically associated with the person’s assigned sex at birth), age, national origin, sexual orientation, medical condition, marital status (including domestic partnership status), physical disability, mental disability, medical condition, genetic information, protected medical and family care leave, Civil Air Patrol status, military and veteran status, or other legally protected characteristics. We also prohibit harassment of any individual on any of the characteristics listed above. Our non-discrimination policy applies to all aspects of employment. We comply with the laws and regulations set forth in the ""Equal Employment Opportunity is the Law"" poster.

Western Digital participates in the E-Verify program in the US. For more information click here. Este empleador participa in E-Verify.

#LI-LH1",Principal Software Development Engineer,"Milpitas, CA",3.5,$10+ billion (USD),-1,Information Technology,10000+ employees,Company - Public,2020-04-16T17:53:35.018376,http://jobs.wdc.com/
"NAVEX Global
3.4",-1,2012,"Lake Oswego, OR",Computer Hardware & Software,"It's fun to work in a company where people truly BELIEVE in what they're doing!

We're committed to bringing passion and customer focus to the business.

We Offer You:
Team Members that thrive on innovation and mischief.
Flexibility with your schedule to balance all that life throws your way.
Time to innovate and geek out on projects you design in support of our stuff.
A platform of products that are changing the way people experience life at work.
People dedicated to ensuring your experience becomes even more than you may have thought possible.
An organizational reputation that is second to none and growing!
Competitive pay with benefits that matter.
A chance to be part of something bigger – time to engage in your community.
What You Will Do:
Create innovative advancements of our product platform and collaborate with our awesome agile team members.
Promote opportunities for refactoring and identify areas of optimization.
Research and leverage commercial products, libraries and tools that can be used to solve problems.
Provide technical mentorship to our newest engineers.
Participate in design sessions with other engineers, architects and product managers.
Use automation, including continuous integration, automated deployments, automated unit, and functional testing.
Provide constructive and honest feedback during sprint retrospectives with a team mindset.
What You Will Need:
Aptitude to learn and grow.
Knowledge of or willingness to adapt to our technology stack: AWS, React, TypeScript, CSS, HTML, C#, relational and NoSQL databases.
Time working as a full stack developer – ideally in a SaaS and/or micro service based system.
A passion for problem solving and innovation.
A degree in Computer Science or be good enough that we won’t notice
NAVEX Global is an equal opportunity employer, including disability/vets.

If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!",Senior Software Engineer,"Overland Park, KS",3.4,$100 to $500 million (USD),-1,Information Technology,1001 to 5000 employees,Company - Private,2020-04-16T17:53:35.018376,http://www.navexglobal.com/
"Buildium
4.8",-1,2004,"Boston, MA",Computer Hardware & Software,"The Senior Cloud Operations Engineer is responsible for the tools, monitoring, and application changes required to keep Buildium's application hosting environments healthy. We are looking for someone with skills in both Engineering and Operations, and who doesn't shy away from a collaborative work environment.

This position will require a big picture view of application hosting, from server performance metrics to real-user monitoring; as well as, a deep knowledge of tools, processes, and code that monitors application health. Experience working in an organization with a devops mindset is a plus.

What you'll do:
Ensure all cloud environments meet best-practice standards for security, scalability and functionality
Monitoring production health and working in collaboration with development to resolve infrastructure and product issues.
Manage and maintain an automation framework centered around rapid, scalable, and predictable infrastructure provisioning.
Improving the processes around escalating and coordinating responses to production health issues
Collaborate with product development teams to deploy new services and capabilities.
Building and improving tools for monitoring and system management.
Independently drive projects to completion. Understand how and with whom to work with to complete an assignment.
Proactively recognize and fix problems with application load and scalability.
Informing the company of production health status and ongoing issues.
Ability to document and explain complex cloud environments to technical and non-technical stakeholders
Who you are:
Thorough understanding of public cloud technologies, trends, and practices
Comfortable in a command-line environment
Understanding of Infrastructure as Code as a methodology
Advanced PowerShell scripting
Advanced Windows administration technologies, mainly Active Directory
Understanding of configuration management technologies, especially Salt
Ability to manage and troubleshoot IIS and MySQL
Understanding of Networking concepts and firewall configurations
Buildium uses the following technologies:
Windows and Linux (RHEL)
Amazon Web Services (AWS)
EC2, RDS, SQS, SNS, ECS, Lambda, Cognito, DynamoDB, etc
Terraform
Salt
Packer
Docker
C#, Powershell, bash
IIS
MySQL, Amazon RDS
Amazon SQS
Snowflake
Airflow
Candidates should have 5+ years experience working with high-traffic, scalable web application infrastructures. This position will be part of a rotating on-call schedule.

Benefits and Perks
Casual and collaborative work environment
Flexible time off
Medical, dental & vision insurance
401(k) retirement plan with company match
Parental leave
Flexible spending and dependent care accounts
Commuter benefits
Free lunch Thursdays
Ping Pong, Foosball, etc
Free snacks
At Buildium, we're always looking for smart, driven, enthusiastic professionals who want to join our team. Our vision is to create a 100-year company with a mission of helping small businesses succeed all while setting the highest standard for the way business should be done. Those aren't just words on our wall they are words we live by. We love what we do. We love what we're building. And we love our customers. If that sounds like something you want to be a part of, we want to hear from you.

Buildium is an equal employment opportunity employer and considers qualified applicants without regard to gender, sexual orientation, gender identity, religion, race, veteran or disability status. We celebrate diversity and are committed to building an inclusive work environment where all employees feel a sense of belonging while bringing their authentic self to the table and being valued for it.",Senior Cloud Operations Engineer,"Boston, MA",4.8,Unknown / Non-Applicable,-1,Information Technology,51 to 200 employees,Company - Private,2020-04-16T17:53:35.018376,http://www.buildium.com/
"PK
3.6",-1,2004,"Portland, OR",IT Services,"PK currently has an exciting opportunity for a Software Engineer Lead that would like to join our team as a full-time employee in Beaverton, OR.

The team is undergoing a dramatic re-architecture of a tool. This individual would be responsible for:
Discovery and architecture work
Refactoring of the codebase
Participating in the Problem Management process and fix defects
Performing analysis of functional requirements
Knowledgeable in best practices
Contributing to technical documentation
Testing and observing

Bachelor’s degree in Computer Science or other relevant program preferred
Excellent written and verbal communication skills
Strong testing/observability skills
Ability to track and follow up on multiple concurrent issues
Strong critical thinking and error assessment capabilities
Thorough understanding of key indicators for IT system operability, application performance and code quality
Experience in Scala (Scalpel), ElasticSearch/Spark/Hbase , CI/CD
Desired Qualifications
Experience in AWS
Solution architect capabilities
~ In order to provide equal employment and advancement opportunities to all individuals, employment decisions at PK are based exclusively on merit.  PK does not discriminate in employment opportunities or practices on the basis of race, color, religion, sex, including gender identity and identity expression, national origin, age, or any other characteristic protected by law.",Lead Software Engineer,"Beaverton, OR",3.6,$100 to $500 million (USD),-1,Information Technology,1001 to 5000 employees,Company - Private,2020-04-16T17:53:35.018376,http://www.pkglobal.com/
