URI,URILabel,comURI
http://www.wikidata.org/entity/Q4920343,Black Bear Diner,http://blackbeardiner.com/
http://www.wikidata.org/entity/Q4920611,Black Crow,
http://www.wikidata.org/entity/Q2905359,Black Diamond Equipment,http://www.blackdiamondequipment.com
http://www.wikidata.org/entity/Q30297789,Black Forest Engineering (United States),http://bfe.com/
http://www.wikidata.org/entity/Q880296,Black Hills Corporation,http://www.blackhillscorp.com/ir/ir.htm
http://www.wikidata.org/entity/Q3152099,"Black Hills Institute of Geological Research, Inc.",
http://www.wikidata.org/entity/Q30297790,Black Laboratories (United States),http://www.black-labs.org/
http://www.wikidata.org/entity/Q29580068,Black Pearl Software,
http://www.wikidata.org/entity/Q64005031,Black Rifle Coffee Company,https://www.blackriflecoffee.com/
http://www.wikidata.org/entity/Q30297794,Black River Systems (United States),http://www.blackriversystems.com/
http://www.wikidata.org/entity/Q64225934,Black Rock Coffee,https://br.coffee
http://www.wikidata.org/entity/Q4921898,Black Star,http://www.blackstar.com
http://www.wikidata.org/entity/Q4921905,Black Star Line,
http://www.wikidata.org/entity/Q21196367,Black Stone Minerals,
http://www.wikidata.org/entity/Q61934650,Black Swift Technologies (United States),https://bst.aero/?v=c86ee0d9d7ed
http://www.wikidata.org/entity/Q30273397,Blackberry (United States),http://global.blackberry.com/en
http://www.wikidata.org/entity/Q4922587,Blackbird Group,http://www.blackbird-group.com
http://www.wikidata.org/entity/Q61934653,BlackBox Biometrics (United States),https://b3inc.com/
http://www.wikidata.org/entity/Q4922831,Blackfeet Indian Writing Company,
http://www.wikidata.org/entity/Q61934656,Blackfynn (United States),https://www.blackfynn.com/
http://www.wikidata.org/entity/Q28222794,BlackLine,https://www.blackline.com/
http://www.wikidata.org/entity/Q30259195,BlackPak (United States),http://blackpaktech.com/
http://www.wikidata.org/entity/Q219635,BlackRock,https://www.blackrock.com
http://www.wikidata.org/entity/Q30284102,Blackrock Microsystems (United States),
http://www.wikidata.org/entity/Q25628326,Blacks on Blondes,http://www.blacksonblondes.com/
http://www.wikidata.org/entity/Q4923343,Blacksburg Transit,
http://www.wikidata.org/entity/Q4923467,Blackthorne Publishing,
http://www.wikidata.org/entity/Q61930922,Blacktrace (United States),https://www.blacktrace.com/
http://www.wikidata.org/entity/Q30297801,Blade Diagnostics (United States),http://bladediagnostics.com/
http://www.wikidata.org/entity/Q87063537,Blade-Tech Holsters,http://blade-tech.com/
http://www.wikidata.org/entity/Q4924064,Blair Corporation,http://www.blair.com/
http://www.wikidata.org/entity/Q30298479,Blatek (United States),http://www.blatek.com/
http://www.wikidata.org/entity/Q4925570,Blaxxun,
http://www.wikidata.org/entity/Q61934658,Blaze Bioscience (United States),http://www.blazebioscience.com/
http://www.wikidata.org/entity/Q30297803,BlazeTech (United States),http://www.blazetech.com/
http://www.wikidata.org/entity/Q55685780,BlenderBottle,https://www.blenderbottle.com/
http://www.wikidata.org/entity/Q30255093,Blendics (United States),
http://www.wikidata.org/entity/Q4926064,Blenko Glass Company,http://www.blenko.com/
http://www.wikidata.org/entity/Q4926338,Blessing the Children International,
http://www.wikidata.org/entity/Q30284105,BLH Technologies (United States),
http://www.wikidata.org/entity/Q2906631,Blinding Edge Pictures,
http://www.wikidata.org/entity/Q4926700,Blindlight,http://www.blindlight.com/
http://www.wikidata.org/entity/Q30284106,Blindsight (United States),
http://www.wikidata.org/entity/Q65621568,Blink Fitness,https://www.blinkfitness.com/
http://www.wikidata.org/entity/Q33328430,Bliss Brothers,
http://www.wikidata.org/entity/Q4926946,Blitz,http://blitz.io
http://www.wikidata.org/entity/Q4927098,Bloch Brothers Tobacco Company,
http://www.wikidata.org/entity/Q4927134,Block Drug,
http://www.wikidata.org/entity/Q61934666,Block Engineering (United States),http://www.blockeng.com/
http://www.wikidata.org/entity/Q884711,Blockbuster LLC,http://www.blockbuster.com/
http://www.wikidata.org/entity/Q77891675,BlockVenture,https://www.blockventure.com/
http://www.wikidata.org/entity/Q29526078,Bloom Energy,http://www.bloomenergy.com/
http://www.wikidata.org/entity/Q4928188,Bloomberg Government,https://about.bgov.com/
http://www.wikidata.org/entity/Q4998403,Bloomberg Industry Group,https://www.bloombergindustry.com/
http://www.wikidata.org/entity/Q13977,Bloomberg L.P.,https://www.bloomberg.com/
http://www.wikidata.org/entity/Q4928562,Blowback Productions,
http://www.wikidata.org/entity/Q15725666,Blu Products,http://bluproducts.com/
http://www.wikidata.org/entity/Q4928780,Blue & Gold Fleet,http://www.blueandgoldfleet.com/
http://www.wikidata.org/entity/Q26913624,Blue Apron,https://www.blueapron.com/
http://www.wikidata.org/entity/Q72007527,Blue Banner Company Inc.,https://www.bluebannercompany.com/
http://www.wikidata.org/entity/Q4928865,Blue Bell Creameries,http://www.bluebell.com/
http://www.wikidata.org/entity/Q30284108,Blue Belt Technologies (United States),
http://www.wikidata.org/entity/Q4928875,Blue Bird Corporation,https://www.blue-bird.com/blue-bird/Home.aspx
http://www.wikidata.org/entity/Q30297807,Blue Canyon Technologies (United States),http://bluecanyontech.com/
http://www.wikidata.org/entity/Q21400279,Blue Cross and Blue Shield of Minnesota,https://www.bluecrossmn.com
http://www.wikidata.org/entity/Q4929017,Blue Cross Blue Shield Association,https://www.bcbs.com/
http://www.wikidata.org/entity/Q4929019,Blue Cross Blue Shield of Massachusetts,https://www.bluecrossma.com/
http://www.wikidata.org/entity/Q16966744,Blue Cross Blue Shield of South Carolina,http://www.southcarolinablues.com/
http://www.wikidata.org/entity/Q19873601,Blue Force Gear,http://www.blueforcegear.com
http://www.wikidata.org/entity/Q4929194,Blue Heaven Studios,http://www.blueheavenstudios.com/
http://www.wikidata.org/entity/Q4929235,Blue Hills Bank,
http://www.wikidata.org/entity/Q4929237,Blue Hills Brewery,http://www.bluehillsbrewery.com/
http://www.wikidata.org/entity/Q61934668,Blue Line Engineering (United States),https://www.bluelineengineering.com/
http://www.wikidata.org/entity/Q30255103,Blue Marble Game (United States),
http://www.wikidata.org/entity/Q4929405,Blue Marble Geographics,http://www.bluemarblegeo.com/
http://www.wikidata.org/entity/Q61934672,Blue Marble Health (United States),https://bluemarblehealthco.com/
http://www.wikidata.org/entity/Q4929504,Blue Mountain Brewery,https://bluemountainbrewery.com
http://www.wikidata.org/entity/Q4929570,Blue Nile Inc.,http://www.bluenile.com
http://www.wikidata.org/entity/Q4929586,Blue Oak Energy,http://www.blueoakenergy.com
http://www.wikidata.org/entity/Q30285645,Blue Ocean (United States),
http://www.wikidata.org/entity/Q885836,Blue Origin,http://www.blueorigin.com
http://www.wikidata.org/entity/Q30294948,Blue Pencil Group (United States),http://bluepencilgroup.com/
http://www.wikidata.org/entity/Q65681213,Blue Rhino,https://bluerhino.com/
http://www.wikidata.org/entity/Q4929696,Blue Ridge Capital,
http://www.wikidata.org/entity/Q4929699,Blue Ridge Communications,http://www.brctv.com/
http://www.wikidata.org/entity/Q30297810,Blue Ridge Research and Consulting (United States),http://www.blueridgeresearch.com/
http://www.wikidata.org/entity/Q4929834,Blue Shield of California,http://www.blueshieldca.com/
http://www.wikidata.org/entity/Q4929838,Blue Shift Inc.,http://www.blueshiftgames.com/
http://www.wikidata.org/entity/Q30297817,Blue Sky Electronics (United States),http://blueskyelectronics.com/
http://www.wikidata.org/entity/Q43895266,Blue Sky Research (United States),http://www.blueskyresearch.com/c/b/
http://www.wikidata.org/entity/Q4929913,Blue Star Infotech,http://www.bsil.com
http://www.wikidata.org/entity/Q4929921,Blue State Digital,http://www.bluestatedigital.com/
http://www.wikidata.org/entity/Q30285858,Blue Sun (United States),
http://www.wikidata.org/entity/Q61934675,Blue Therapeutics (United States),https://www.bluetherapeutics.com/
http://www.wikidata.org/entity/Q39193498,Blue Water Drilling,
http://www.wikidata.org/entity/Q30255111,Blue Wave Semiconductors (United States),
http://www.wikidata.org/entity/Q4930026,Blue Wisp Jazz Club,
http://www.wikidata.org/entity/Q30298045,Blue Wolf Capital Partners (United States),http://www.bluewolfcapital.com/
http://www.wikidata.org/entity/Q4928705,Blue-Grace Group,http://www.mybluegrace.com/
http://www.wikidata.org/entity/Q4930191,"Bluebeam Software, Inc.",http://www.bluebeam.com
http://www.wikidata.org/entity/Q30256843,Bluebird Bio (United States),
http://www.wikidata.org/entity/Q55023850,Bluefin Payment Systems LLC,https://www.bluefin.com/
http://www.wikidata.org/entity/Q19059644,Bluefin Robotics,https://gdmissionsystems.com/bluefinrobotics
http://www.wikidata.org/entity/Q30255116,Bluegrass,http://www.bluegrass.org/
http://www.wikidata.org/entity/Q30265359,Bluegrass Advanced Materials (United States),http://www.bgamaterials.com/
http://www.wikidata.org/entity/Q30267508,BlueGreen Geophysics (United States),http://www.bluegreengeophysics.com/
http://www.wikidata.org/entity/Q4928755,BlueHippo Funding,
http://www.wikidata.org/entity/Q4930366,Bluehost,http://www.bluehost.com
http://www.wikidata.org/entity/Q30284123,BlueInGreen (United States),
http://www.wikidata.org/entity/Q4928760,BlueLithium,http://www.bluelithium.com
http://www.wikidata.org/entity/Q4930376,Bluemercury,http://www.bluemercury.com
http://www.wikidata.org/entity/Q56582970,Blueprint Medicines (United States),http://www.blueprintmedicines.com/
http://www.wikidata.org/entity/Q30284125,BlueRISC (United States),https://www.bluerisc.com
http://www.wikidata.org/entity/Q30286373,Blueroof Technologies (United States),
http://www.wikidata.org/entity/Q4930474,Blues Masters at the Crossroads,http://www.blueheavenstudios.com/
http://www.wikidata.org/entity/Q4930540,Blueseed,
http://www.wikidata.org/entity/Q30286369,BlueSky Designs (United States),
http://www.wikidata.org/entity/Q4930561,BlueSpace,http://www.bluespace.com
http://www.wikidata.org/entity/Q4928776,BlueStacks,https://www.bluestacks.com
http://www.wikidata.org/entity/Q4928777,BlueView Technologies,
http://www.wikidata.org/entity/Q43895686,Bluewater International (United States),http://www.bluewaterintl.com/
http://www.wikidata.org/entity/Q921556,Blur Studio,http://www.blur.com/
http://www.wikidata.org/entity/Q4930844,"Blyth, Eastman Dillon & Co.",
http://www.wikidata.org/entity/Q30297821,BMA Engineering (United States),http://www.bmaengineering.com/
http://www.wikidata.org/entity/Q796309,BMC Software,https://www.bmc.com/
http://www.wikidata.org/entity/Q28228468,BMG Interactive,
http://www.wikidata.org/entity/Q61934682,BMSEED (United States),https://www.bmseed.com/
http://www.wikidata.org/entity/Q30267507,BMT Scientific Marine Services (United States),http://www.scimar.com/
http://www.wikidata.org/entity/Q30264026,BMW of North America (United States),http://www.bmwusa.com/
http://www.wikidata.org/entity/Q30286377,Bnoat Oncology (United States),
http://www.wikidata.org/entity/Q267122,BNSF Railway,http://www.bnsf.com
http://www.wikidata.org/entity/Q16952550,Bo-Dyn Bobsled Project,
http://www.wikidata.org/entity/Q4931470,Boart Longyear,
http://www.wikidata.org/entity/Q30256364,Boart Longyear (United States),
http://www.wikidata.org/entity/Q4931480,BoatUS,https://www.boatus.com
http://www.wikidata.org/entity/Q55762050,Bob Barker Company,https://www.bobbarker.com/
http://www.wikidata.org/entity/Q4931582,Bob's Discount Furniture,http://www.mybobs.com/
http://www.wikidata.org/entity/Q4931591,Bob's Red Mill,http://www.bobsredmill.com/
http://www.wikidata.org/entity/Q17985996,Bob's Watches,http://www.bobswatches.com/
http://www.wikidata.org/entity/Q4935172,Bobby Jack Brand,http://www.bobbyjackoriginals.com
http://www.wikidata.org/entity/Q2061446,Bobcat Company,https://www.bobcat.com
http://www.wikidata.org/entity/Q30269475,Boca Raton Clinical Research Global (United States),http://www.brcrglobal.com/
http://www.wikidata.org/entity/Q30255140,BodiMojo,http://www.bodimojo.com/
http://www.wikidata.org/entity/Q30297823,Bodkin Design & Engineering (United States),http://www.bodkindesign.com/
http://www.wikidata.org/entity/Q30271621,Body Surface Translations (United States),http://bodysurfacetranslations.com/
http://www.wikidata.org/entity/Q19867857,Bodyarmor SuperDrink,http://www.drinkbodyarmor.com
http://www.wikidata.org/entity/Q4936783,BodyMedia,http://www.BodyMedia.com
http://www.wikidata.org/entity/Q4936784,BodyRock Sport,http://www.bodyrocksport.com/
http://www.wikidata.org/entity/Q66,Boeing,http://www.boeing.com/
http://www.wikidata.org/entity/Q8793,Boeing Commercial Airplanes,http://www.boeing.com/commercial
http://www.wikidata.org/entity/Q4937153,Boeing Satellite Development Center,
http://www.wikidata.org/entity/Q4937267,BofI Federal Bank,
http://www.wikidata.org/entity/Q4937270,BofI Holding Inc,http://www.bofiholding.com/
http://www.wikidata.org/entity/Q16246570,Bohack,
http://www.wikidata.org/entity/Q30298685,Bohemia Interactive Simulations (United States),http://www.terrasim.com/
http://www.wikidata.org/entity/Q63108715,Böhler and Steinmeyer,
http://www.wikidata.org/entity/Q890829,Bohman & Schwartz,
http://www.wikidata.org/entity/Q2162158,BOK Financial Corporation,http://www.bokf.com
http://www.wikidata.org/entity/Q78152525,Bold Penguin,https://www.boldpenguin.com/
http://www.wikidata.org/entity/Q29187775,Bolden,https://www.boldenusa.com/
http://www.wikidata.org/entity/Q30253455,"Bolder Biotechnology, Inc.",http://www.bolderbio.com/
http://www.wikidata.org/entity/Q4939101,Bolder Media,
http://www.wikidata.org/entity/Q4939735,Boll Weevil,http://www.bollweevilrestaurants.com
http://www.wikidata.org/entity/Q4939795,Bollinger Shipyards,http://www.bollingershipyards.com
http://www.wikidata.org/entity/Q4940466,Bombard Renewable Energy,http://www.bombardRE.com
http://www.wikidata.org/entity/Q4941034,Bon Worth,http://www.bonworth.com/
http://www.wikidata.org/entity/Q4940912,Bon'App,http://www.bon-app.com
http://www.wikidata.org/entity/Q4941270,Bond Arms,http://www.bondarms.com
http://www.wikidata.org/entity/Q4941275,Bond Clothing Stores,
http://www.wikidata.org/entity/Q17511019,Bone Clones,
http://www.wikidata.org/entity/Q4941587,Boneau/Bryan-Brown,
http://www.wikidata.org/entity/Q65923709,Bonfire,https://www.bonfire.com/
http://www.wikidata.org/entity/Q4035307,Bonfire Snowboarding,http://www.bonfireouterwear.com/
http://www.wikidata.org/entity/Q892419,Bongo Comics Group,http://www.bongocomics.com/
http://www.wikidata.org/entity/Q4942252,Bonney Forge Corporation,http://www.bonneyforge.com
http://www.wikidata.org/entity/Q4942460,Bonnier Corporation,http://www.bonniercorp.com/
http://www.wikidata.org/entity/Q4942546,Bonobos,https://bonobos.com/
http://www.wikidata.org/entity/Q4942680,Bonwit Teller,
http://www.wikidata.org/entity/Q4942944,Book League of America,
http://www.wikidata.org/entity/Q4943125,Book of the Month Club,http://www.bomcclub.com/
http://www.wikidata.org/entity/Q4942956,Book Soup,http://www.booksoup.com
http://www.wikidata.org/entity/Q892976,Book Stacks Unlimited,
http://www.wikidata.org/entity/Q4943193,Booker Software,
http://www.wikidata.org/entity/Q4943252,Bookmans,http://www.bookmans.com/
http://www.wikidata.org/entity/Q4943264,Bookpeople,
http://www.wikidata.org/entity/Q17150612,Books on Tape,http://www.booksontape.com/
http://www.wikidata.org/entity/Q4943266,Books-A-Million,http://www.booksamillion.com
http://www.wikidata.org/entity/Q4943268,Books4cars,
http://www.wikidata.org/entity/Q16844480,Bookstop,
http://www.wikidata.org/entity/Q4942920,BookSwim,http://www.bookswim.com/
http://www.wikidata.org/entity/Q24039775,Boom Technology,https://boomsupersonic.com/
http://www.wikidata.org/entity/Q4943508,Boomerang Media,
http://www.wikidata.org/entity/Q4943790,Boost Mobile,https://www.boostmobile.com/
http://www.wikidata.org/entity/Q58898848,Boosterthon,https://boosterthon.com/
http://www.wikidata.org/entity/Q893221,Booz Allen Hamilton,http://www.boozallen.com
http://www.wikidata.org/entity/Q4944479,Borden,
http://www.wikidata.org/entity/Q4944672,Borderlands Books,
http://www.wikidata.org/entity/Q4945073,Borgo Press,
http://www.wikidata.org/entity/Q825943,BorgWarner,http://www.BorgWarner.com
http://www.wikidata.org/entity/Q4945247,Boris FX,http://www.borisfx.com
http://www.wikidata.org/entity/Q210075,Borland,http://www.borland.com/
http://www.wikidata.org/entity/Q68198111,Borland Genetics,https://borlandgenetics.com/
http://www.wikidata.org/entity/Q61934697,BoroPharm (United States),https://www.boropharm.com/
http://www.wikidata.org/entity/Q328568,Bose Corporation,https://www.bose.com
http://www.wikidata.org/entity/Q4947506,Boss Film Studios,
http://www.wikidata.org/entity/Q30284133,Bossa Nova Technologies (United States),
http://www.wikidata.org/entity/Q4947674,Bostitch,http://www.bostitch.com/
http://www.wikidata.org/entity/Q16823942,Boston and Montana Consolidated Copper and Silver Mining Company,
http://www.wikidata.org/entity/Q4948224,Boston and Sandwich Glass Company,
http://www.wikidata.org/entity/Q4947728,Boston Animation,
http://www.wikidata.org/entity/Q30284134,Boston Applied Technologies (United States),http://www.bostonati.com/
http://www.wikidata.org/entity/Q30255201,Boston Biomedical (United States),http://www.bostonbiomedical.com/home
http://www.wikidata.org/entity/Q64823861,Boston Common Asset Management,http://bostoncommonasset.com
http://www.wikidata.org/entity/Q30286435,Boston De Novo Design (United States),
http://www.wikidata.org/entity/Q2298325,Boston Dynamics,http://www.bostondynamics.com/
http://www.wikidata.org/entity/Q30297831,Boston Engineering (United States),https://www.boston-engineering.com/
http://www.wikidata.org/entity/Q30297835,Boston Fusion (United States),http://www.bostonfusion.com/
http://www.wikidata.org/entity/Q4947919,Boston Garden-Arena Corporation,
http://www.wikidata.org/entity/Q4947983,Boston Medical Group,http://www.bostonmedicalgroup.es/
http://www.wikidata.org/entity/Q30284141,Boston Medical Products (United States),http://www.bosmed.com/
http://www.wikidata.org/entity/Q4947987,Boston Micromachines Corporation,http://www.bostonmicromachines.com
http://www.wikidata.org/entity/Q45136635,Boston Safe Deposit and Trust Company,
http://www.wikidata.org/entity/Q894585,Boston Scientific,http://www.bostonscientific.com
http://www.wikidata.org/entity/Q4948164,Boston Underground Film Festival,http://www.bostonunderground.org/
http://www.wikidata.org/entity/Q894602,Boston Whaler,
http://www.wikidata.org/entity/Q41568410,BotaniPharm (United States),http://botanipharm.com/
http://www.wikidata.org/entity/Q5005189,Böttcher America,http://www.bottcher.com
http://www.wikidata.org/entity/Q4949274,Bouchard Transportation,
http://www.wikidata.org/entity/Q510212,Boudin Bakery,http://www.boudinbakery.com
http://www.wikidata.org/entity/Q30267586,Boulder Environmental Sciences and Technology (United States),http://boulderest.com/
http://www.wikidata.org/entity/Q30284145,Boulder Language Technologies (United States),
http://www.wikidata.org/entity/Q19865599,Boundary,http://www.Boundary.com
http://www.wikidata.org/entity/Q16985014,Boundless,http://www.boundless.com
http://www.wikidata.org/entity/Q22695979,Boundless Technologies,http://www.boundlessterminals.com
http://www.wikidata.org/entity/Q43895694,Bountiful Applied Research Corporation (United States),http://www.barc-usa.com/
http://www.wikidata.org/entity/Q4950081,Bour-Davis,
http://www.wikidata.org/entity/Q940752,Bourne Co. Music Publishers,https://www.bournemusic.com/
http://www.wikidata.org/entity/Q4950312,"Bourns, Inc.",
http://www.wikidata.org/entity/Q4950517,Boveda,
http://www.wikidata.org/entity/Q4951316,Bowman Gum,
http://www.wikidata.org/entity/Q895474,Bowmar,
http://www.wikidata.org/entity/Q4948015,Box Options Exchange,
http://www.wikidata.org/entity/Q21334594,BoxLunch,http://www.boxlunch.com
http://www.wikidata.org/entity/Q2923022,Boyd Gaming,http://www.boydgaming.com/
http://www.wikidata.org/entity/Q4952444,Boyer Brothers,http://www.boyercandies.com/
http://www.wikidata.org/entity/Q4952818,Bozell,http://www.bozell.com/
http://www.wikidata.org/entity/Q4952831,Bozeman Watch Company,http://www.bozemanwatch.com
http://www.wikidata.org/entity/Q28974620,BP (United States),http://www.bp.com/en_us/bp-us.html
http://www.wikidata.org/entity/Q4836297,BP Prudhoe Bay Royalty Trust,
http://www.wikidata.org/entity/Q28971281,Bracco (United States),http://imaging.bracco.com/us-en
http://www.wikidata.org/entity/Q4954430,Bradco Supply,
http://www.wikidata.org/entity/Q4954453,Braddock Dunn & McDonald,
http://www.wikidata.org/entity/Q2882410,Braden Copper Company,
http://www.wikidata.org/entity/Q30269493,Bradenton Neurology,http://bradentonneurology.com/
http://www.wikidata.org/entity/Q4954778,Bradford White,
http://www.wikidata.org/entity/Q4954825,Bradlees,
http://www.wikidata.org/entity/Q19873835,Bradley Aerospace,
http://www.wikidata.org/entity/Q897097,Brady Corporation,http://www.bradycorp.com/
http://www.wikidata.org/entity/Q63862184,Braemar Hotels & Resorts,http://www.bhrreit.com/
http://www.wikidata.org/entity/Q55093555,Brahman Capital,
http://www.wikidata.org/entity/Q16953377,Brahms Mount,
http://www.wikidata.org/entity/Q30284152,Brain Insights (United States),
http://www.wikidata.org/entity/Q30286512,Brain Tools (United States),
http://www.wikidata.org/entity/Q47499704,Brain Traffic,http://braintraffic.com
http://www.wikidata.org/entity/Q4955800,Brain Tumor Society,
http://www.wikidata.org/entity/Q61934670,Brain Wellness and Biofeedback Center (United States),http://www.brainwellnessandbiofeedback.com/
http://www.wikidata.org/entity/Q30297841,BrainAid (United States),http://www.brainaid.com/
http://www.wikidata.org/entity/Q30265600,Brainlike (United States),http://www.brainlike.com/
http://www.wikidata.org/entity/Q61934678,Brainquake (United States),https://www.brainquake.com/
http://www.wikidata.org/entity/Q61934680,Brains4Drones (United States),http://www.brains4drones.com/
http://www.wikidata.org/entity/Q30270991,BrainScope (United States),http://brainscope.com/
http://www.wikidata.org/entity/Q16985123,Brainshark,http://www.brainshark.com
http://www.wikidata.org/entity/Q4955939,Braintree,http://www.braintreepayments.com
http://www.wikidata.org/entity/Q45133100,Braintree Laboratories,
http://www.wikidata.org/entity/Q61934684,Brainxell (United States),https://www.brainxell.com/
http://www.wikidata.org/entity/Q4956024,Brake Masters,http://www.brakemasters.com/
http://www.wikidata.org/entity/Q4956201,Brammo,http://www.brammo.com/
http://www.wikidata.org/entity/Q46996029,Brandless,https://brandless.com/
http://www.wikidata.org/entity/Q30285921,Brandywine Photonics (United States),
http://www.wikidata.org/entity/Q4957288,Brandywine Realty Trust,http://www.brandywinerealty.com
http://www.wikidata.org/entity/Q21680805,Branford Castle,http://www.branfordcastle.com
http://www.wikidata.org/entity/Q898908,Brantly International,http://www.brantly.com/
http://www.wikidata.org/entity/Q899038,Brasfield & Gorrie,http://www.brasfieldgorrie.com
http://www.wikidata.org/entity/Q4957770,Brash Entertainment,
http://www.wikidata.org/entity/Q4958263,Braum's,http://braums.com/
http://www.wikidata.org/entity/Q2829056,Braun Racing,
http://www.wikidata.org/entity/Q4958306,Braus Stores,
http://www.wikidata.org/entity/Q61934691,Braxton (United States),https://www.braxtontech.com/
http://www.wikidata.org/entity/Q30297144,Brayton Energy (United States),http://www.braytonenergy.com/
http://www.wikidata.org/entity/Q4959009,Brazos Electric Power Cooperative,
http://www.wikidata.org/entity/Q4959017,Brazos River Authority,http://www.brazos.org/
http://www.wikidata.org/entity/Q30288017,Breakthrough,https://www.breakthrough.com
http://www.wikidata.org/entity/Q4959679,Breakthrough Software,
http://www.wikidata.org/entity/Q4959759,Breast Cancer Action,http://www.bcaction.org
http://www.wikidata.org/entity/Q4959760,Breast Cancer Alliance,http://www.breastcanceralliance.org
http://www.wikidata.org/entity/Q30297846,Breault Research Organization (United States),http://www.breault.com/
http://www.wikidata.org/entity/Q30255260,Brechtel (United States),
http://www.wikidata.org/entity/Q4960015,Breck's,http://brecks.com//
http://www.wikidata.org/entity/Q64142747,Breezing (United States),http://breezing.com/
http://www.wikidata.org/entity/Q4960529,Bremen Castings,http://www.bremencastings.com/
http://www.wikidata.org/entity/Q907603,Bremer Bank,https://www.bremer.com/
http://www.wikidata.org/entity/Q4961138,Brendle's,
http://www.wikidata.org/entity/Q87485625,Brendy's Ice Cream and Yogurt,https://fyidelray.com/
http://www.wikidata.org/entity/Q4961255,Brennan Motor Manufacturing Company,
http://www.wikidata.org/entity/Q2924503,Brentano's,http://www.librairie-brentanos-paris.com/
http://www.wikidata.org/entity/Q4961753,Brentwood Associates,http://www.brentwood.com
http://www.wikidata.org/entity/Q30255271,Breonics (United States),
http://www.wikidata.org/entity/Q86011457,Brett Gordon LLC,
http://www.wikidata.org/entity/Q4962506,Breuners Home Furnishings,http://www.breuners.com/
http://www.wikidata.org/entity/Q4962521,Brevard Family of Housing,http://www.brfamha.org
http://www.wikidata.org/entity/Q4962569,Breville,http://www.breville.com
http://www.wikidata.org/entity/Q4962616,Brew Keeper,
http://www.wikidata.org/entity/Q4962658,Brewer Investment Group,
http://www.wikidata.org/entity/Q30284164,Brewer Science (United States),http://www.brewerscience.com/
http://www.wikidata.org/entity/Q2425707,Brewery Ommegang,
http://www.wikidata.org/entity/Q2924765,Breyer Animal Creations,
http://www.wikidata.org/entity/Q4964342,Brian Keselowski Motorsports,
http://www.wikidata.org/entity/Q4965997,Bricker & Eckler,http://www.bricker.com/
http://www.wikidata.org/entity/Q20011308,BrickHouse Security,http://www.brickhousesecurity.com
http://www.wikidata.org/entity/Q30284210,Bridge12 Technologies (United States),
http://www.wikidata.org/entity/Q29123226,Bridgepoint (United States),http://www.bridgepoint.eu/en/contact-us/
http://www.wikidata.org/entity/Q30284165,Bridger Photonics (United States),
http://www.wikidata.org/entity/Q16824323,Bridgespan Group,https://www.bridgespan.org/
http://www.wikidata.org/entity/Q27978540,Bridgestone Americas,https://www.bridgestoneamericas.com/en/index.html
http://www.wikidata.org/entity/Q4966688,Bridgestone Golf,http://www.bridgestonegolf.com
http://www.wikidata.org/entity/Q652431,Bridgewater Associates,https://www.bridgewater.com/
http://www.wikidata.org/entity/Q915543,Briggs & Stratton,http://briggsandstratton.com/
http://www.wikidata.org/entity/Q29512085,Briggs Carriage Company,
http://www.wikidata.org/entity/Q915646,Bright Automotive,
http://www.wikidata.org/entity/Q30255289,Bright Cloud International (United States),
http://www.wikidata.org/entity/Q4967514,Brightcove,
http://www.wikidata.org/entity/Q4967550,Brightmail,https://www.symantec.com/de/de/messaging-gateway/
http://www.wikidata.org/entity/Q4967623,Brighton Collectibles,https://www.brighton.com/
http://www.wikidata.org/entity/Q30255297,Brighton Technologies Group (United States),
http://www.wikidata.org/entity/Q30284167,BrightOutcome (United States),http://www.brightoutcome.com/
http://www.wikidata.org/entity/Q635942,BrightSource Energy,http://www.brightsourceenergy.com/
http://www.wikidata.org/entity/Q61934693,BrightSpec,http://brightspec.com/
http://www.wikidata.org/entity/Q16985286,Brilliant Earth,http://www.brilliantearth.com/
http://www.wikidata.org/entity/Q2101750,Brilliant Light Power,http://www.brilliantlightpower.com/
http://www.wikidata.org/entity/Q30297850,Brimrose Corporation of America (United States),http://www.brimrose.com/
http://www.wikidata.org/entity/Q30255302,Brimson Laboratories (United States),
http://www.wikidata.org/entity/Q917365,"Brine, Corp.",http://www.brine.com
http://www.wikidata.org/entity/Q4968289,Bring Light,http://www.bringlight.com/
http://www.wikidata.org/entity/Q2902305,Brink's,http://www.brinks.com/
http://www.wikidata.org/entity/Q917487,Brinker International,http://www.brinker.com/
http://www.wikidata.org/entity/Q61931292,Brinks Gilson & Lione (United States),https://www.brinksgilson.com/
http://www.wikidata.org/entity/Q16985300,Brinly-Hardy Company,
http://www.wikidata.org/entity/Q4968474,Brinson Partners,
http://www.wikidata.org/entity/Q41568413,BrioBiotech (United States),http://www.briobiotech.com/
http://www.wikidata.org/entity/Q4968821,Bristol Broadcasting Company,http://www.bristolbroadcasting.com/
http://www.wikidata.org/entity/Q4968898,Bristol Farms,http://www.bristolfarms.com/
http://www.wikidata.org/entity/Q4969035,Bristol Technology Inc.,
http://www.wikidata.org/entity/Q266423,Bristol-Myers Squibb,https://www.bms.com/
http://www.wikidata.org/entity/Q61934701,Brite Bio (United States),https://britebio.com/
http://www.wikidata.org/entity/Q61934704,Briteseed (United States),http://briteseed.com/
http://www.wikidata.org/entity/Q4970227,British Knights,
http://www.wikidata.org/entity/Q4971688,"Britton Lee, Inc.",
http://www.wikidata.org/entity/Q30297748,Broadata Communications (United States),http://www.broadatacom.com/
