,Unnamed: 0,Job Title,Job Description,Job Id,Location,Company Name,Company Description,Headquarters,Size,Founded,Industry,Website
177,177,MULTIPLE OPENINGS,"MULTIPLE OPENINGS
Company: Airbnb, Inc.
Location: San Francisco, CA
Position Type: Full Time
Experience: Unspecified
Education: Unspecified
Airbnb, Inc. has the following openings in San Francisco, CA. Data Scientist (#DS03-1); Senior Analysts (#SA03-2). Resumes can be sent to Attn: Johnathan (Job Code #) Airbnb, Inc., 888 Brannan Street, 4th Floor, San Francisco, CA, 94103.",216674224,"San Francisco, CA 94103","Airbnb, Inc.",,,,,,
178,178,"Remote Insurance Underwriter - Los Angeles, CA","Nationally recognized insurance company seeking a Senior or Staff Insurance Underwriter with Life Expectancy, Life Settlement or Life Health experience.
Job Responsibilities:
Perform quality control of digitized medical data by validating key variables against base medical record files
Collaborate with other underwriters and technical team members to generate new life expectancy insights based on deep data analytics.
Contribute expertise to selecting and ranking priority impairments found in medical records for geriatric population
Provide medical domain expertise to data science team by identifying key predictors of longevity for each impairment
Requirements:
Previous work experience
Knowledge of review of medical records, medical conditions, terminology and disease treatment and progression, particularly pertaining to elderly patients
Familiarity with medical record documentation
Experience with underwriting manuals and medical condition debit/credit methodologies
For additional information, please contact:
Paul Smallwood
Enterprise Medical Recruiting
800-467-3737
executivejobs@enterprisemed.com

PS-1912-83477",214493772,"Los Angeles, CA",Enterprise Medical Recruiting,,,,,,
179,179,BI Developer,"BI Developer/Software Engineer (SQL, SSIS, SSRS, Qlikview, QlikSense, Power BI or Tableau)
Hartford, CT
Right to hire
 Description:
 This candidate should be based in Hartford once the work from home mandate is lifted.
They can work remote till then -
Successful candidates will be able to manage and analyze data (from both structured and unstructured sources), find trends and patterns, and design effective data visualizations that concisely convey business trends and patterns with maximum efficiency. You should be comfortable working with SQL and have extensive experience with business intelligence and data delivery tools such as Qlik, Tableau, MicroStrategy or Power BI. Experience with general data science tools and programming languages such as Hadoop/Hive, Python or R are a plus.
 Primary Job Duties & Responsibilities
• Work with users to establish data, reporting, and analytic requirements.
• Translate business requirements into ETL and report specifications.
• Develop and implement ETL processes, reports, and queries in support of business analytics.
• Develop and implement interactive analytic reports, scorecards, and dashboards.
• Provide technical and business knowledge support to the team.
• Compile ad-hoc data and report requests.
• Ensure effective communication of user requirements.
Job Specific & Technical Skills & Competencies
Skills needed for success:
• Extensive hands-on experience with data visualization tools such as QlikView, Qlik Sense, MicroStrategy Power BI or Tableau.
• Extensive experience with SQL (Visual Studio) with the ability to read and write complex queries, views and stored procedures (SSIS, SSRS).
• Experience working with relational database applications including Teradata, Oracle, and AQT.
• Excellent experience working with MS Office Suite with advanced knowledge of Excel.
• Strong organization and time management skills with the ability to balance multiple projects.
• Strategic thinker with ability to make connections across an organization.
• Strong communicator with the ability to explain detailed information to IT and business partners.
• Demonstrated ability to learn new technologies and business requirements.
• Proven analytical and problem-solving skills.
• Effective oral, presentation, and written communication skills.
Nice to have:
• Experience working within Big Data Environments (AWS, Hadoop, Hive, Spark).
• Experience working with data science programming languages such as R & Python.
• Experience working with SAFe Agile Frameworks (SCRUM, Kanban).
• Basic experience in HTML, CSS, JavaScript for Embedded Analytics (D3 Visualizations).",217279165,"Hartford, CT 06183",Encore,,,,,,
180,180,Database Engineer,"Job Description: 
The Company:
At XOR Security, we build solutions that keep our citizens safe, our government’s information secure and our intelligence professionals one step ahead of the adversary. From defensive and offensive cyber operations to data analytics and strategic consulting, the XOR team provides the insight, expertise and dedication to ensure mission success. Our solutions deliver certainty – the certainty clients need to make critical decisions and lead with confidence.
The Role: 
XOR Security is actively seeking a talented Database Engineering to work collaboratively with agile development teams in the design, development, and deployment of advanced cybersecurity capabilities.
Responsibilities:
Using database expertise to lead teams with diverse skill sets (e.g. data architects, data scientists, software developers) in support of a large, agile-based, cybersecurity system
Working with large structured and unstructured data sets
Implementing data management systems from conception, through all stages of design, development, and deployment in a CI/CD agile environment
Design, setup, administer, and tune NoSQL databases in the AWS cloud- Design and implement the technical architecture necessary to support analytic and statistical processing requirements based on tradeoff between performance and quality
Performing data transformations such as aggregations, joins, and data cleaning to support analytic applications and visualizations-
Write and refine code to ensure quality and reliability of data extraction and processing
Analyze and resolve data performance and quality issues
Make data available to data scientists, programmers, and other users using programming and scripting languages such as R, Python, Java, JavaScript, etc.
Perform data analysis and design, data modeling, business intelligence management, master data management, metadata management, data quality management, data security, auditing and other functions of data management and governance
Generate data estimates of work to be performed, compare estimates to actuals, and continue to refine estimates
Work collaboratively with agile development teams, attending daily scrums and providing data related solutions to development team
Develop and maintain database code libraries, data models, SOPs, and other documentation in the team collaboration environment
Migrate data from legacy RDBMSs and other data sources to NoSQL database in the AWS cloud using complex ETL processes, tools, and programming languages
Maintain current industry knowledge of relevant concepts, practices and procedures
Required Skills:
US. Citizenship AND AN ACTIVE SECRET CLEARANCE
10 years of relevant database experience
Demonstrated ability to lead teams with diverse skill sets (e.g. data architects, data scientists, software developers)
Demonstrated experience mentoring junior to mid-level data professionals
Able to effectively work as a leader, in a group, or as an individual contributor
Excellent understanding of big data and data analytics
Experience working with large structured and unstructured data sets
Development experience building ETL pipelines at scale
Solid SQL development skills- Experience with Linux/Unix tools and shell scripts
Expertise in data analysis and design, data modeling, master data management, metadata management, data warehousing, performance tuning, data quality improvement, data security, auditing and encryption
Good communication skills, both oral and written- Must work well in a team environment as well as independently
Must exhibit good time management skills, independent decision making capability, and a focus on customer service.
Desired Skills:
Experience providing database engineering support to Intelligence, DoD, or DHS Customers
Understanding of Certification and Accreditation (ICD 503/DCID 6/3) processes as they apply to database technologies
Ability to support both SQL and NoSQL data management systems
Expertise in other RDBMS platforms such as Oracle RAC and SQL Server
Familiarity with AWS data migration tools such as AWS DMS, Amazon EMR, and AWS Data Pipeline
Experience with data transformation techniques such as aggregations, joins, and data cleaning
Experience with Red Hat Enterprise Linux (RHEL) operating system, storage configurations, network architecture, VMware, and/or related management tools
Database management experience of SQL databases such as MySQL and PostgreSQL in AWS cloud
Experience creating and managing NoSQL databases such as DynamoDB in the AWS cloud
Object mapping and migration of data from legacy structured and unstructured data sources to Amazon DynamoDB using AWS tools, custom code, or ETL scripts
Programming experience with languages such as R, Python, Java, JavaScript, JSON, etc.
Knowledge of Hadoop ecosystem, Map/Reduce, and data management products including Hbase, Hive, and Pig
DevSecOps and Continuous Integration / Continuous Delivery (CI/CD) knowledge
Experience or training in Six Sigma Methodology
ITIL knowledge and certification
Familiarity with SAFe (Scaled Agile Framework)
Required Education:
BS Computer Science, Computer Engineering, Computer Information Systems, OR Computer Systems Engineering.
Two years of related work experience may be substituted for each year of degree level education
Closing Statement:
XOR Security offers a very competitive benefits package including health insurance coverage from first day of employment, 401k with a vested company match, vacation and supplemental insurance benefits.
XOR Security is an Equal Opportunity Employer (EOE). M/F/D/V.
Citizenship Clearance Requirement 
Applicants are required to have an active US government security clearance and must meet eligibility requirements – US CITIZENSHIP",213761964,"Washington, DC 20001",XOR Security,"About Us
At XOR Security, we build solutions that keep our citizens safe, our government’s information secure and our intelligence professionals one step ahead of the adversary. From cybersecurity and data analytics to strategic consulting and cloud services, the XOR team provides the insight, expertise and dedication to ensure mission success. Our solutions deliver certainty – the certainty you need to make critical decisions and lead with confidence.
Who We Are
What makes the XOR team different is our ability to articulate critical details with precision and clarity. Too often technology experts are unable to effectively communicate key details of a solution, system or threat to a non-technical decision maker. At XOR, we’re not only subject matter experts, we’re expert communicators. Through this, our clients gain a deeper understanding of health and risks to their enterprise, and of their adversary’s tools, techniques and processes. Better information, clearly presented, leads to better decisions.
What We Offer
At XOR, we’re cyber warriors by practice, and data scientists by design. Our core expertise aligns with strategic needs clients in government and the commercial sector face every day. We’ve built our team of experts with your mission in mind. Our expertise includes:
Cybersecurity
System Engineering
Data Analytics
Application Development
Government Solutions
Industry Solutions
Cloud Services
Strategic Consulting","US, Falls Church, Virginia",20 to 49 employees,2013.0,Computer/IT Services,https://www.xorsecurity.com/
181,181,Sr. Scientific Developer - Cheminformatics,"Position: Sr. Scientific Developer - Cheminformatics
Location: Greater Boston Area, MA
Job Type: Direct Hire
Duration:  Permanent 
Required: Cheminformatics or Chemistry, technical skills (Python, Java, web development, data science, etc.) 
JOB DESCRIPTION 
We invite a highly motivated and independent individual to help interface with our Research Scientists in developing custom software solutions.
The candidate should have demonstrated experience in developing software solutions that address challenging problems within the Pharmaceutical/Biotech Research area.  A Cheminformatics, Biochemistry, or Chemistry background is preferred. Our primary focus is on developing web and desktop applications using Java, Angular or Ext JS frameworks, with Python middle layer and MySQL back end.  
Minimum Qualifications: 
4+ years experience in software development and/or cheminformatics, preferably at a pharmaceutical or biotech company
Significant experience in Python, Flask, SQL, Java, ExtJS, Oracle and/or MySQL, Git/SVN
Experience with OEChem or similar Cheminformatics toolkit
Demonstrated web development expertise, using Angular or ExtJS in either Django or Flask framework
Scientific background in Biology, Biochemistry, or Chemistry
Experience in API development and data virtualization is a plus
Experience with project management, data visualization and/or UI/UX is a plus",217244221,"Boston, MA",Queen Consulting Group,"Queen Consulting Group has a fun, energetic, and team oriented environment. We place the utmost importance on treating our clients, consultants, job seekers, and internal employees well, with integrity and exceptional service. We are located in Faneuil Hall in Boston and have a startup feel, with our office being less than 5 years old. The foundation of our company is built on a solid leadership team that brings many years of success in the industry, which has allowed us to experience tremendous growth over the past few years. If you are looking to be a part of something that is exciting, collaborative, and growing, and be in a position to make a huge impact with your contribution, this is the place for you!",,10 to 19 employees,,Staffing/Employment Agencies,http://www.queencg.com/
182,182,Applied Social Scientist - Mid/Experienced Level,"NSA has numerous excellent opportunities in many different HR disciplines. Opportunities exist in HR research, HR Program Management, HR Policy, Recruiting and many more.
NSA has numerous excellent opportunities in many different HR disciplines. Opportunities exist in HR research, HR Program Management, HR Policy, Recruiting and many more.
The professionals at the National Security Agency (NSA) have one common goal: to protect our nation. The mission requires a strong offense and a steadfast defense. The offense collects, processes and disseminates intelligence information derived from foreign signals for intelligence and counterintelligence purposes. The defense prevents adversaries from getting access to sensitive classified national security information. Managers at NSA, where people are a priority, are responsible for leveraging the diversity of their work force to create innovative solutions that support the Agency's missions.
NSA seeks mid-level to experienced human capital professionals with emphases on job analysis, personnel selection and assessment, training/program evaluation, performance measurement, leader development and/or survey research for full-time positions in a variety of organizations within NSA. Incumbents will work with industrial/organizational (I/O) psychologists, strategic consultants, survey researchers, data scientists, and other human capital professionals to drive human capital initiatives and strategies at NSA.
Ideal candidates will possess experience in one or more of the above areas and have exceptional skills in the areas of consulting, problem solving, report writing, and client/project management. Expert research design and data analysis skills, attention to detail, and self-motivation are critical.
The Applied Social Scientists on the Diversity Equality and Inclusion team focus on issues of fairness in policy, procedures, practices, and outcomes. They regularly carry out barrier analyses (quantitative and qualitative) and lead integrated process teams composed of stakeholders from across the Agency. The Applied Social Scientists determine the best statistical analyses to use for longitudinal studies, relevant labor force metrics, survival analyses and causal connections. They meet regularly with leaders to review metrics, study findings and the inclusion quotient with senior leaders. They partner with other team members to aid organizations looking to shift to improved outcomes as well as with many organizations across the Agency in their daily work.
Using social science research methods to enhance the way we carry out our mission, incumbents will support projects such as:
- Designing and executing job analysis studies
- Conducting training needs analyses and evaluating training effectiveness
- Developing and validating assessments for selection and development purposes (e.g., structured interviews, cognitive and non-cognitive measures, and knowledge tests)
- Developing and executing plans for evaluating the impact of EEOD programs
- Conducting EEO analyses for selection and promotion decisions
- Developing and analyzing workforce surveys (e.g., climate, quality of hire, skills assessments)
- Developing and executing plans to evaluate the impact of current and future programs and processes
- Analyzing a variety of program-related data to drive strategic business decisions
- Contributing to basic and applied research projects
- Creating dynamic, user-friendly visualizations
Ideal candidates would be expected to:
- Hold an MA/MS or PhD in Industrial/Organizational Psychology, Survey Research, Quantitative Psychology, or related field (e.g., Organizational Development, Sociology, Educational Psychology)
- Collaborate with team members across the organization and develop strategic partnerships throughout the Agency to help achieve organizational goals and needs
- Contribute to the conceptualization, design, analysis, and presentation of applied research (applying appropriate quantitative and qualitative research techniques, data collection strategies, data analysis methods) to inform technical and leadership decisions
- Keep abreast of best practices and new research in I/O, human capital management, and related fields
- Synthesize complex findings and detailed research into executive summaries and presentations intended for managerial decisions and/or publication
- Provide high quality customer service to clients through superior technical work as well as effective project management and communication
- Be proficient in relevant tools such as MS Excel, MS Word, MS PowerPoint, and Statistical software (e.g., SPSS, R)
The National Security Agency (NSA) is part of the DoD Intelligence Community Defense Civilian Intelligence Personnel System (DCIPS). All positions in the NSA are in the Excepted Services under 10 United States Codes (USC) 1601 appointment authority.
To apply for this position, please click the 'Apply' button located at the top right of this posting. After completing the application for the first time, or reviewing previously entered information, and clicking the 'Submit' button, you will receive a confirmation email. Please ensure your spam filters are configured to accept emails from noreply@intelligencecareers.gov
***PLEASE NOTE: U.S. Citizenship is required for all applicants. Reasonable accommodations provided to applicants with disabilities during the application and hiring process where appropriate. NSA is an equal opportunity employer and abides by applicable employment laws and regulations. All applicants and employees are subject to random drug testing in accordance with Executive Order 12564. Employment is contingent upon successful completion of a security background investigation and polygraph.
This position is a Defense Civilian Intelligence Personnel System (DCIPS) position in the Excepted Service under 10 U.S.C. 1601. DoD Components with DCIPS positions apply Veterans' Preference to eligible candidates as defined by Section 2108 of Title 5 USC, in accordance with the procedures provided in DoD Instruction 1400.25, Volume 2005, DCIPS Employment and Placement. If you are a veteran claiming veterans' preference, as defined by Section 2108 of Title 5 U.S.C., you may be asked to submit documents verifying your eligibility.
Please note that you may be asked a series of questions depending on the position you apply for. Your responses will be used as part of the screening process of your application and will assist in determining your eligibility for the position. Be sure to elaborate on experiences in your resume. Failure to provide the required information or providing inaccurate information will result in your application not being considered for this position. Only those applicants who meet the qualifications for the position will be contacted to begin employment processing.
Please Note: Job Posting could close earlier than the closing date due to sufficient number of applicants or position no longer available. We encourage you to apply as soon as possible.


Skills:
-Conduct front-end analyses.
-Design and develop human resource policies, programs, processes, or systems (for example, employee development programs, recruitment and staffing programs, performance management systems).
-Conduct workforce analyses that describe current states, predict future trends, and/or inform business decisions.
-Develop human capital solutions that address customer requirements and meet mission needs.
-Execute communication campaigns and strategies.
-Analyze corporate or customer requirements to develop, design, and deliver communication strategies or products
-Develop research approaches and methodologies.
-Establish research objectives.
-Identify research questions.
-Review scientific or technical literature to support research efforts.
-Conduct research, including studies, experiments, and investigations.
-Analyze data using appropriate tool set.
-Evaluate research for practical application.",217113960,"Fort Meade, MD",National Security Agency (NSA),"Challenging, rewarding, life-changing, history-making – there’s no single way to describe a career at NSA. From STEM professionals to foreign language experts, intelligence analysts to business managers, NSA offers extraordinary opportunities to professionals in a wide variety of fields.
NSA is a world-class cyber center, the largest employer of mathematicians in the country, as well as a national leader in foreign language analysis and research.
If you’re looking to contribute to something bigger than yourself, something that’s a matter of national security, join NSA.","US, Maryland","10,000 employees or more",1952.0,Aerospace and Defense,https://www.intelligencecareers.gov/NSA/
183,183,Big Data Engineer,"Description
Tiger Analytics is a fast-growing advanced analytics consulting firm. Our consultants bring deep expertise in Data Science, Machine Learning and AI. We are the trusted analytics partner for several Fortune 100 companies, enabling them to generate business value from data. Our business value and leadership has been recognized by various market research firms, including Forrester and Gartner. We are looking for top-notch talent as we continue to build the best analytics global consulting team in the world.

This role will be responsible for Architecture, Designing and implementing Advanced Analytics capabilities . These capabilities include Batch and Streaming Analytics, Machine learning models, Natural Language processing and Natural language generation and other emerging technologies in the field of Advanced Analytics.

Requirements
Experience in developing, deploying and operating on large scale distributed systems on a commercial scale
Experience working in Cloud-based Big Data Infrastructure eg: Azure, AWS
Good working experience on Cloud, Delta Lake, ETL processing.
Experience in Big Data technologies like HDFS, Hadoop, Hive, Pig, Sqoop, Kafka, Spark, etc.
Working knowledge on Python and PySpark Programming.
Working with a wide range of data sources like (DB2, SAP HANA etc) and intermediate expertise in SQL and PL/SQL(optional)
Ability to work with a global team, playing a key role in communicating problem context to the remote teams, stake holders and product owners.
Work in a highly agile environment
Excellent communication and teamwork skills.
Knowledge on Data Governance & Security Principles
Bachelor's degree in Computer Science or closely related

Benefits
Significant career development opportunities exist as the company grows. The position offers a unique opportunity to be part of a small, challenging, and entrepreneurial environment, with a high degree of individual responsibility.",217221408,"Dallas, TX",Tiger Analytics,,,,,,
184,184,Senior Technical Writer," Job Description
Creates and revises complex technical documentation to support the marketing, operation, repair, and maintenance of company products.
Ensures documents conform to company and government standards and specifications and language usage principles.
Creates and revises technical documentation using state-of-the-art publishing software technology including product descriptions, detailed functional descriptions, operating procedures, fault isolation, maintenance and repair procedures, illustrated parts breakdown (IPB), miscellaneous reports, proposals, marketing literature, or other technical documentation pertaining to company products.
Ensures compliance with customer requirements, government specifications, engineering standards, and language usage principles.
Researches and consults with engineering staff on systems and equipment to create and revise technical documentation.
Analyzes and interprets engineering drawings and other technical data to translate information into technical documentation.
Evaluates illustrations and graphics to determine how to best utilize them within the documentation. Requests the creation of new illustrations/graphics or changes to existing illustrations/graphics.
Assists in evaluating project requirements by providing time and cost estimates.
May interface with customers on project content and technical issues.
Participates in reviews and validation efforts (onsite and offsite) for technical writing assignments.
Assists with overall design of technical documentation by providing input to format and style. May lead small or portions of large technical writing assignments.
May perform or participate in unit and/or system testing on Interactive Electronic Technical Manuals (IETMs).
Maintains up-to-date knowledge on industry trends, practices, and applications. Maintains a safe work environment and ensures compliance with safety objectives and policies.
Working knowledge of hydraulics, mechanics, electronics, and system operations to write technical documentation.
Working knowledge of state-of-the-art publication/page production software and Interactive Electronic Technical Manual (IETM) functionality and development processes. A
ability to understand complex engineering designs, analyze and interpret engineering drawings and terminology, and translate into understandable language for non-engineers.
Ability to create and revise complex technical documentation, effectively answer customer questions and concerns related to company equipment and systems, engage in problem-solving discussions with cross-functional team members, provide guidance to cross-functional team members, and ensure documentation is produced on time and within budget.
Ability to concentrate, attention to detail, and command of the English language.
Skills Required
XML Authoring Tool Experience (e.g. Arbortext Epic Editor and Oxygen software) MS Office Tools/Suite (Word, Excel, PowerPoint required; Access a plus) Adobe Acrobat Professional PDF Software
proficient for use of illustration markups, or use of a similar PDF (electronic) markup tool Mechanical/Electrical/Operator Tech Writer Experience/Knowledge Required,
preferred in the defense industry Validation/Verification, on-vehicle experience a plus Content Management System (CMS) experience a plus Customer Interaction/Customer Service skills required (some positions involve direct customer interface representing the company)
Ability to work with a diverse team in several physical locations
Knowledge of interactive electronic technical manual functionality, development processes and markup languages is preferred
Familiarity with relevant military and commercial standards
Certain positions may require specialized technical knowledge
Experience Required
Bachelor's Degree in a relevant technical discipline; or an equivalent combination of education and experience, plus 5 additional years of relevant experience",217104111,"Sterling Heights, MI 48312",Amtec Human Capital,"In 1959, Robert Underwood took over what was then a floundering, debt-ridden staffing company, with the mission of finding the right candidates for its customers. Renaming it Amtec Engineering, Inc., Bob worked hard to pull the company out of the red and honor his predecessor’s debts. With God’s help and a lot of elbow grease, he succeeded, and the little staffing agency company grew under the leadership of Bob and a new partner, Peter Van Dyken.
At first located on Commonwealth Avenue in Fullerton, California, the company served mainly technical companies like Beckman, General Dynamics, Honeywell, and Rockwell. Without the invention of computers or fax machines, candidates hand-delivered or mailed in their time cards and resumes, which were coded and painstakingly filed so they could be retrieved for the right direct hire or contract job. Each week, many contractors came in to pick up their checks, and they were always greeted by name.","US, Chino Hills, California",50 to 99 employees,1959.0,Staffing/Employment Agencies,http://amtec.us.com
185,185,Azure Data Architect - (No C2C or sponsorship provided),"Azure Data Architect

You won’t settle, and neither will we.....
Matrix Medical Network Business Intelligence and Analytics (BIA) team delivers reporting and analytic capabilities using cutting edge Database Solutions using SQL and noSQL, ETL tools, and Business Intelligence solutions. Looking for enthusiastic, action oriented team members who will thrive in our fast paced and dynamic environment.
   The Azure Data Architect is a technical leader providing oversight and delivery of technical projects related to advance data analytics and reporting. The BI Architect’s role is to set the high-level technical direction for the design, architecture and ongoing evolution of an enterprise Business Intelligence solutions that adhere to and supports the strategic objectives of overall organization.

Responsibilities:
Plan and participate in the execution of a migration plan from on-premise data to Azure platform
Design and develop standard dimensional data warehouse structures and data lakes.
Envisions and creates solutions that meet the data and analytical requirements of the business, models the required infrastructure and points of integration, creates data models and database designs, and provides the overall blueprint/roadmap for delivering the solution.
Creates and updates any design documentation required for development, and works collaboratively with BI, and IT Developer(s) to build the required components.
Works with the IT infrastructure, Application Development Teams, Data Engineers, Data Scientists, and Reporting Analysts to prove the feasibility of designs and ensure that solutions are designed for optimal access and leverage existing technologies where possible, and to identify any system-wide impacts that may need to be addressed.
Provides leadership in the creation of a mid/long-term BI roadmap to address any current gaps and move the company towards a future state architecture that easily scales to support future business growth and innovation.
Participates in all phases of SDLC: from system analysis and design thru development and test to deployment and support.
Provides development estimates and participates in project planning.
Responsible for ensuring quality delivery of code through static and dynamic testing techniques
Is able to troubleshoot any complex data related issues as well as provide support to production.
Keep abreast of the current technologies and technological trends. Ability to learn and prototype new technologies, and recommend their use in the company products.
Peer mentoring experience of more junior team members.
Ensures adherence to standards for self as well as team.
Other duties as assigned
 Requirements: 
Bachelor's degree in Computer Science or related field
Minimum 5 years experience with Azure platform, including Azure SQL, Data Factory, Databricks, and Data Lakes
Minimum 5 years of experience with data modeling and data architecture, including structured relational and DW models, and unstructured data such as JSON, XML, or NOSQL
Minimum 5 years of experience as a DB, SQL, or ETL Developer
Minimum 5 years of experience as a Lead or Senior Developer
Minimum 6 years of experience with Transact-SQL, Microsoft Power BI, Microsoft SQL Reporting Services, and Microsoft SQL Server(2014 or later preferred)
Minimum 6 years of experience with Microsoft SQL Server Integration Services (SSIS) or equivalent ETL platform
Minimum 2 years of experience with Tableau
Knowledge of advanced SSIS concepts to handle complex tasks like importing large files, loading data in a transactional database etc.
Experience in NoSQL databases is a big plus.
Strong Object / Relational mapping experience and ETL principles/knowledge
Experience in Database Administration with Oracle or SQL
Experience in object relational mapping, UML modeling and OO modeling
Proven ability to analyze, document, and reverse engineer any type of SQL\SSIS based code and ETL processes.
Make recommendation on how to rewrite, modify, redesign SQL and ETL based processes based on analysis.
Excellent written and verbal communication skills
Demonstrated experience of estimation and planning
Demonstrated abilities to successfully document and communicate software designs of complex systems.
Has proven record of successfully motivating and leading a software development team.
Proven history of developing and unit testing complex software components.
Ability to be flexible, set priorities and meet deadlines in a changing environment for self as well as team.
Must have decision-making skills for problem identification and solution recommendation.
Ability to work independently and as part of a team while demonstrating initiative and using good business judgment
Demonstrated ability to drive process improvement and improve the process efficiency
Demonstrated ability to reduce and/or prevent production defects based on the continuous root cause analysis and process improvement
Ability to maintain effective working relationships across teams and with a diverse workforce
Able to represent the Company in a positive and professional manner.Supervisory Responsibilities: none 
 Travel requirements: Ability to travel up to 15%.
(No C2C or sponsorship provided)

Matrix Medical Network is Proud to be an Equal Opportunity Employer

For immediate consideration please forward your resume to Colleen Roth at colleen.roth@matrixmedicalnetwork.com 
  ",216952155,"Scottsdale, AZ 85258",Matrix Medical Network,,,,,,
186,186,BIG DATA DEVELOPER – Data Engineer (Contract W2),"BIG DATA DEVELOPER – Data Engineer
Irving, TX
6-12 Months
Total Experience required
The candidate should have performed client facing roles and possess excellent communication skills
Analyze and understand data sources & APIs
Design and Develop methods to connect & collect data from different data sources
Experience working in SCRUM methodology
Design and Develop methods to filter/cleanse the data
Design and Develop SQL, Hive queries, APIs to extract data from the stor
Work closely with data Scientists to ensure the source data is aggregated and cleansed
Work with product managers to understand the business objectives
Work with cloud and data architects to define robust architecture in cloud setup pipelines and work flows
Work with DevOps to build automated data pipelines
Required Skills
Big Data-Hadoop, NoSQL, Hive, Apache Spark
Python
Java & REST
GIT and Version Control",217204823,"Irving, TX 75014","Object Technology Solutions, Inc. (OTSI)",,,,,,
